VariableName,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1_cn,awakeDes1_tw,awakeDes1,awakeDes1_vn,awakeDes1_en,awakeDes1_th,awakeDes1_in,awakeDes1_ph,awakeDes1_ma,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
200103,1901,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
200104,1901,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
200105,1901,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
200106,1901,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
200107,1901,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
200108,1901,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
201101,1911,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
201102,1911,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
201103,1911,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
201104,1911,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
201105,1911,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
201106,1911,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
201107,1911,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
201108,1911,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
202101,1921,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
202102,1921,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
202103,1921,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
202104,1921,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
202105,1921,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
202106,1921,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
202107,1921,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
202108,1921,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
203101,1931,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
203102,1931,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
203103,1931,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
203104,1931,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
203105,1931,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
203106,1931,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
203107,1931,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
203108,1931,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
204101,1941,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
204102,1941,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
204103,1941,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
204104,1941,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
204105,1941,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
204106,1941,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
204107,1941,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
204108,1941,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
205101,1951,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
205102,1951,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
205103,1951,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=160;advance=15;zawakeStage=208},,
205104,1951,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=9},,
205105,1951,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=220;advance=16;zawakeStage=408},,
205106,1951,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=12;equipAwakeSum=4;zawakeStage=508},,
205107,1951,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{star=11;goodFeel=300;advance=17;zawakeStage=608},,
205108,1951,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=15},,
206101,1961,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
206102,1961,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
206103,1961,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=180;advance=15;zawakeStage=208},,
206104,1961,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12},,
206105,1961,,5,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=10;goodFeel=260;advance=17;zawakeStage=408},,
206106,1961,,6,,,,,Ultimate skill enhanced!  ,Kỹ năng chiêu cuối được tăng cường!,Ultimate skill enhanced!  ,ทักษะอัลติเมตถูกเพิ่ม!  ,Skill ultimate ditingkatkan!  ,Pinabuti ang ultimate skill!  ,Kemahiran akhir ditingkatkan!  ,1,,{effort=11;equipStarSum=18;equipAwakeSum=6;zawakeStage=508},,
206107,1961,,7,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=11;goodFeel=350;advance=19;zawakeStage=608},,
206108,1961,,8,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{effort=13;zawakeStage=708;nvalueSum=160;equipStarSum=24},,
206201,1962,,1,,,,,属性获得增强,,,,,,,1,,{star=8;advance=13;goodFeel=100},,
206202,1962,,2,,,,,普攻技能获得强化提升!,,,,,,,1,,{effort=7;equipStarSum=8;equipAwakeSum=4;zawakeStage=108},,
206203,1962,,3,,,,,小技能获得强化提升!,,,,,,,1,,{star=9;goodFeel=200;advance=15;zawakeStage=208},,
206204,1962,,4,,,,,被动技能获得强化提升!,,,,,,,1,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12},,
206205,1962,,5,,,,,属性获得增强,,,,,,,1,,{star=10;goodFeel=300;advance=17;zawakeStage=408},,
206206,1962,,6,,,,,大招技能获得强化提升!,,,,,,,1,,{effort=11;equipStarSum=18;equipAwakeSum=8;zawakeStage=508},,
206207,1962,,7,,,,,属性获得增强,,,,,,,1,,{star=11;goodFeel=400;advance=19;zawakeStage=608},,
206208,1962,,8,,,,,个体值六维属性额外提升,,,,,,,1,,{effort=13;zawakeStage=708;nvalueSum=170;equipStarSum=24},,
207101,1971,,1,,,,,Attribute enhanced  ,Thuộc tính được tăng cường,Attribute enhanced  ,คุณสมบัติถูกเพิ่ม  ,Atribut ditingkatkan  ,Pinabuti ang attribute  ,Atribut ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
207102,1971,,2,,,,,Basic attack enhanced!  ,Tấn công cơ bản được tăng cường!,Basic attack enhanced!  ,ทักษะโจมตีพื้นฐานถูกเพิ่ม!  ,Serangan dasar ditingkatkan!  ,Pinabuti ang basic attack!  ,Serangan asas ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
207103,1971,,3,,,,,Small skill enhanced!  ,Kỹ năng nhỏ được tăng cường!,Small skill enhanced!  ,ทักษะเล็กถูกเพิ่ม!  ,Skill kecil ditingkatkan!  ,Pinabuti ang maliit na skill!  ,Kemahiran kecil ditingkatkan!  ,1,,{star=9;goodFeel=180;advance=15;zawakeStage=208},,
207104,1971,,4,,,,,Passive skill enhanced!  ,Kỹ năng bị động được tăng cường!,Passive skill enhanced!  ,ทักษะพาสซีฟถูกเพิ่ม!  ,Skill pasif ditingkatkan!  ,Pinabuti ang passive skill!  ,Kemahiran pasif ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=160;equipStarSum=12},,
