VariableName,sceneName_cn,sceneName_tw,sceneName,sceneName_vn,sceneName_th,sceneName_in,sceneName_en,sceneName_ma,sceneName_ph,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_ma,gateDesc_ph,gateDesc_th,gateDesc_in,gateDesc_en,gateDesc_vn,gateDesc_kr
100228,,,Level 228,Cấp 228,Level 228,Level 228,Level 228,Level 228,Level 228,,,<{level=243;unitId=232023;advance=36};{level=421;unitId=231071;advance=36};{level=243;unitId=230333;advance=36};{level=243;unitId=233432;advance=36};{level=243;unitId=232612;advance=36}>,<{level=421;unitId=251228;advance=37}>,config/portrait/jinglingtouxiang2/img_1893.png,,22,,,battle/scene/bg_night.jpg,,,,,,421,969,969,,,,5,<<7;0;8%>;<8;0;8%>>,{rmb=100;451=30;gold=245000},<<gold;245000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6500},<<gold;6500;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100229,,,Level 229,Cấp 229,Level 229,Level 229,Level 229,Level 229,Level 229,,,<{level=244;unitId=232033;advance=36};{level=423;unitId=231032;advance=36};{level=244;unitId=230402;advance=36};{level=244;unitId=233472;advance=36};{level=244;unitId=232633;advance=36}>,<{level=423;unitId=251229;advance=37}>,config/portrait/jinglingtouxiang2/img_1911.png,,22,,,battle/scene/bg_sd.jpg,,,,,,423,973,973,,,,5,<<1;0;8%>;<22;0;8%>>,{gold=245000;451=30;452=20},<<gold;245000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6500},<<gold;6500;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100230,,,Level 230,Cấp 230,Level 230,Level 230,Level 230,Level 230,Level 230,,,<{level=245;unitId=232073;advance=36};{level=425;unitId=231082;advance=36};{level=245;unitId=230493;advance=36};{level=245;unitId=233511;advance=36};{level=245;unitId=232683;advance=36}>,<{level=425;unitId=251230;advance=37}>,config/portrait/jinglingtouxiang2/img_1941.png,,22,,,battle/scene/bg_tower.jpg,,,,,,425,977,977,,,,5,<<1;1;20%>;<22;0;20%>>,{501=1;451=30;gold=245000},<<gold;245000;1>;<451;30;1>;<501;1;1>>,{gold=6500;452=2;libs=<110;111;112>},<<gold;6500;0>;<451;1;1>;<452;1;1>>,429005,,,All monsters' skill damage increases; killing aura units removes this.,All monsters' skill damage increases; killing aura units removes this.,All monsters' skill damage increases; killing aura units removes this.,All monsters' skill damage increases; killing aura units removes this.,All monsters' skill damage increases; killing aura units removes this.,"Toàn bộ sát thương kỹ năng đặc biệt của quái vật tăng cường, tiêu diệt đơn vị trong hào quang sẽ xóa bỏ",
100231,,,Level 231,Cấp 231,Level 231,Level 231,Level 231,Level 231,Level 231,,,<{level=246;unitId=232242;advance=37};{level=427;unitId=231221;advance=37};{level=246;unitId=230503;advance=37};{level=246;unitId=233543;advance=37};{level=246;unitId=232723;advance=37}>,<{level=427;unitId=251231;advance=38}>,config/portrait/jinglingtouxiang2/img_1951.png,,22,,,battle/scene/bg_grass.jpg,,,,,,427,981,981,,,,3,<<9;1;7%>;<10;1;7%>>,{gold=250000;451=30;452=20},<<gold;250000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6600},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100232,,,Level 232,Cấp 232,Level 232,Level 232,Level 232,Level 232,Level 232,,,<{level=247;unitId=232593;advance=37};{level=429;unitId=231253;advance=37};{level=247;unitId=230552;advance=37};{level=247;unitId=233592;advance=37};{level=247;unitId=232843;advance=37}>,<{level=429;unitId=251232;advance=38}>,config/portrait/jinglingtouxiang2/img_2023.png,,22,,,battle/scene/bg_night.jpg,,,,,,429,985,985,,,,4,<<9;0;7%>;<10;0;7%>;<17;0;7%>>,{502=1;451=30;gold=250000},<<gold;250000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=6600},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100233,,,Level 233,Cấp 233,Level 233,Level 233,Level 233,Level 233,Level 233,,,<{level=248;unitId=232612;advance=37};{level=431;unitId=231293;advance=37};{level=248;unitId=230593;advance=37};{level=248;unitId=233663;advance=37};{level=248;unitId=232963;advance=37}>,<{level=431;unitId=251233;advance=38}>,config/portrait/jinglingtouxiang2/img_2033.png,,22,,,battle/scene/bg_sd.jpg,,,,,,431,989,989,,,,5,<<9;0;8%>;<10;0;8%>>,{rmb=100;451=30;gold=250000},<<gold;250000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6600},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100234,,,Level 234,Cấp 234,Level 234,Level 234,Level 234,Level 234,Level 234,,,<{level=249;unitId=232633;advance=37};{level=433;unitId=231303;advance=37};{level=249;unitId=230603;advance=37};{level=249;unitId=233683;advance=37};{level=249;unitId=233003;advance=37}>,<{level=433;unitId=251234;advance=38}>,config/portrait/jinglingtouxiang2/img_2233.png,,22,,,battle/scene/bg_tower.jpg,,,,,,433,993,993,,,,5,<<9;0;8%>;<10;0;8%>;<24;0;8%>>,{gold=250000;451=30;452=20},<<gold;250000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6600},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100235,,,Level 235,Cấp 235,Level 235,Level 235,Level 235,Level 235,Level 235,,,<{level=250;unitId=232683;advance=37};{level=435;unitId=231394;advance=37};{level=250;unitId=230611;advance=37};{level=250;unitId=233772;advance=37};{level=250;unitId=233152;advance=37}>,<{level=435;unitId=251235;advance=38}>,config/portrait/jinglingtouxiang2/img_2242.png,,22,,,battle/scene/bg_grass.jpg,,,,,,435,997,997,,,,5,<<9;1;10%>;<10;0;10%>;<22;0;10%>>,{gold=250000;451=30;519=1},<<gold;250000;1>;<451;30;1>;<519;1;1>>,{gold=6600;452=1;libs=<110;111;112>},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,,,All monsters' healing effect increases; killing aura units removes this.,All monsters' healing effect increases; killing aura units removes this.,All monsters' healing effect increases; killing aura units removes this.,All monsters' healing effect increases; killing aura units removes this.,All monsters' healing effect increases; killing aura units removes this.,"Toàn bộ lượng hồi phục của quái vật tăng cường, tiêu diệt đơn vị trong hào quang sẽ xóa bỏ",
100236,,,Level 236,Cấp 236,Level 236,Level 236,Level 236,Level 236,Level 236,,,<{level=251;unitId=232723;advance=38};{level=437;unitId=231612;advance=38};{level=251;unitId=230632;advance=38};{level=251;unitId=230013;advance=38};{level=251;unitId=233161;advance=38}>,<{level=437;unitId=251236;advance=39}>,config/portrait/jinglingtouxiang2/img_2401.png,,22,,,battle/scene/bg_night.jpg,,,,,,437,1001,1001,,,,3,<<13;1;7%>>,{gold=255000;451=30;452=20},<<gold;255000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6700},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100237,,,Level 237,Cấp 237,Level 237,Level 237,Level 237,Level 237,Level 237,,,<{level=252;unitId=232843;advance=38};{level=439;unitId=231772;advance=38};{level=252;unitId=230641;advance=38};{level=252;unitId=230044;advance=38};{level=252;unitId=233181;advance=38}>,<{level=439;unitId=251237;advance=39}>,config/portrait/jinglingtouxiang2/img_2493.png,,22,,,battle/scene/bg_sd.jpg,,,,,,439,1005,1005,,,,4,<<13;0;7%>;<24;0;7%>>,{502=1;451=30;gold=255000},<<gold;255000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=6700},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100238,,,Level 238,Cấp 238,Level 238,Level 238,Level 238,Level 238,Level 238,,,<{level=253;unitId=232963;advance=38};{level=441;unitId=231813;advance=38};{level=253;unitId=230692;advance=38};{level=253;unitId=230053;advance=38};{level=253;unitId=233251;advance=38}>,<{level=441;unitId=251238;advance=39}>,config/portrait/jinglingtouxiang2/img_2723.png,,22,,,battle/scene/bg_tower.jpg,,,,,,441,1009,1009,,,,5,<<9;0;8%>;<10;0;8%>>,{rmb=100;451=30;gold=255000},<<gold;255000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6700},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100239,,,Level 239,Cấp 239,Level 239,Level 239,Level 239,Level 239,Level 239,,,<{level=254;unitId=233003;advance=38};{level=443;unitId=231841;advance=38};{level=254;unitId=230712;advance=38};{level=254;unitId=230082;advance=38};{level=254;unitId=233283;advance=38}>,<{level=443;unitId=251239;advance=39}>,config/portrait/jinglingtouxiang2/img_3003.png,,22,,,battle/scene/bg_grass.jpg,,,,,,443,1013,1013,,,,5,<<9;0;8%>;<10;0;8%>;<24;0;8%>>,{gold=255000;451=30;452=20},<<gold;255000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6700},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100240,,,Level 240,Cấp 240,Level 240,Level 240,Level 240,Level 240,Level 240,,,<{level=255;unitId=233152;advance=38};{level=445;unitId=231903;advance=38};{level=255;unitId=230731;advance=38};{level=255;unitId=230163;advance=38};{level=255;unitId=233293;advance=38}>,<{level=445;unitId=251240;advance=39}>,config/portrait/jinglingtouxiang2/img_3021.png,,22,,,battle/scene/bg_night.jpg,,,,,,445,1017,1017,,,,5,<<9;1;20%>;<10;0;20%>;<22;0;20%>>,{501=1;451=30;gold=255000},<<gold;255000;1>;<451;30;1>;<501;1;1>>,{gold=6700;452=2;libs=<110;111;112>},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,,,"The lower the monsters' HP, the higher their damage; killing aura units removes this.","The lower the monsters' HP, the higher their damage; killing aura units removes this.","The lower the monsters' HP, the higher their damage; killing aura units removes this.","The lower the monsters' HP, the higher their damage; killing aura units removes this.","The lower the monsters' HP, the higher their damage; killing aura units removes this.","Toàn bộ quái vật có máu càng thấp thì sát thương càng cao, tiêu diệt đơn vị trong hào quang sẽ xóa bỏ",
100241,,,Level 241,Cấp 241,Level 241,Level 241,Level 241,Level 241,Level 241,,,<{level=256;unitId=233161;advance=39};{level=447;unitId=231911;advance=39};{level=256;unitId=230741;advance=39};{level=256;unitId=230242;advance=39};{level=256;unitId=233342;advance=39}>,<{level=447;unitId=251241;advance=40}>,config/portrait/jinglingtouxiang2/img_3143.png,,22,,,battle/scene/bg_sd.jpg,,,,,,447,1021,1021,,,,3,<<1;1;8%>>,{gold=260000;451=30;452=20},<<gold;260000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6800},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100242,,,Level 242,Cấp 242,Level 242,Level 242,Level 242,Level 242,Level 242,,,<{level=257;unitId=233181;advance=39};{level=449;unitId=231931;advance=39};{level=257;unitId=230793;advance=39};{level=257;unitId=230273;advance=39};{level=257;unitId=233432;advance=39}>,<{level=449;unitId=251242;advance=40}>,config/portrait/jinglingtouxiang2/img_3152.png,,22,,,battle/scene/bg_tower.jpg,,,,,,449,1025,1025,,,,4,<<1;0;8%>;<28;0;8%>>,{502=1;451=30;gold=260000},<<gold;260000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=6800},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100243,,,Level 243,Cấp 243,Level 243,Level 243,Level 243,Level 243,Level 243,,,<{level=258;unitId=233251;advance=39};{level=451;unitId=232013;advance=39};{level=258;unitId=230863;advance=39};{level=258;unitId=230333;advance=39};{level=258;unitId=233472;advance=39}>,<{level=451;unitId=251243;advance=40}>,config/portrait/jinglingtouxiang2/img_3161.png,,22,,,battle/scene/bg_grass.jpg,,,,,,451,1029,1029,,,,5,<<27;0;8%>;<24;0;8%>>,{rmb=100;451=30;gold=260000},<<gold;260000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6800},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100244,,,Level 244,Cấp 244,Level 244,Level 244,Level 244,Level 244,Level 244,,,<{level=259;unitId=233283;advance=39};{level=453;unitId=232023;advance=39};{level=259;unitId=230883;advance=39};{level=259;unitId=230402;advance=39};{level=259;unitId=233511;advance=39}>,<{level=453;unitId=251244;advance=40}>,config/portrait/jinglingtouxiang2/img_3171.png,,22,,,battle/scene/bg_night.jpg,,,,,,453,1033,1033,,,,5,<<1;0;8%>;<24;0;8%>>,{gold=260000;451=30;452=20},<<gold;260000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6800},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100245,,,Level 245,Cấp 245,Level 245,Level 245,Level 245,Level 245,Level 245,,,<{level=260;unitId=233293;advance=39};{level=455;unitId=232033;advance=39};{level=260;unitId=230972;advance=39};{level=260;unitId=230493;advance=39};{level=260;unitId=233543;advance=39}>,<{level=455;unitId=251245;advance=40}>,config/portrait/jinglingtouxiang2/img_3181.png,,22,,,battle/scene/bg_sd.jpg,,,,,,455,1037,1037,,,,5,<<27;0;10%>;<22;0;10%>;<26;1;10%>>,{gold=260000;451=30;519=1},<<gold;260000;1>;<451;30;1>;<519;1;1>>,{gold=6800;452=1;libs=<110;111;112>},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,,,"When aura units are killed, other monsters gain rage.","When aura units are killed, other monsters gain rage.","When aura units are killed, other monsters gain rage.","When aura units are killed, other monsters gain rage.","When aura units are killed, other monsters gain rage.","Khi đơn vị trong hào quang bị tiêu diệt, sẽ tăng cường tức giận cho các quái vật khác",
100246,,,Level 246,Cấp 246,Level 246,Level 246,Level 246,Level 246,Level 246,,,<{level=261;unitId=233342;advance=40};{level=457;unitId=232073;advance=40};{level=261;unitId=231071;advance=40};{level=261;unitId=230503;advance=40};{level=261;unitId=233592;advance=40}>,<{level=457;unitId=251246;advance=41}>,config/portrait/jinglingtouxiang2/img_3251.png,,22,,,battle/scene/bg_tower.jpg,,,,,,457,1041,1041,,,,3,<<7;1;8%>;<8;1;8%>>,{gold=265000;451=30;452=20},<<gold;265000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6900},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100247,,,Level 247,Cấp 247,Level 247,Level 247,Level 247,Level 247,Level 247,,,<{level=262;unitId=233432;advance=40};{level=459;unitId=232242;advance=40};{level=262;unitId=231032;advance=40};{level=262;unitId=230552;advance=40};{level=262;unitId=233663;advance=40}>,<{level=459;unitId=251247;advance=41}>,config/portrait/jinglingtouxiang2/img_3303.png,,22,,,battle/scene/bg_grass.jpg,,,,,,459,1045,1045,,,,4,<<7;0;8%>;<8;0;8%>;<14;0;8%>>,{502=1;451=30;gold=265000},<<gold;265000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=6900},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100248,,,Level 248,Cấp 248,Level 248,Level 248,Level 248,Level 248,Level 248,,,<{level=263;unitId=233472;advance=40};{level=461;unitId=232593;advance=40};{level=263;unitId=231082;advance=40};{level=263;unitId=230593;advance=40};{level=263;unitId=233683;advance=40}>,<{level=461;unitId=251248;advance=41}>,config/portrait/jinglingtouxiang2/img_3353.png,,22,,,battle/scene/bg_night.jpg,,,,,,461,1049,1049,,,,5,<<27;0;8%>;<24;0;8%>>,{rmb=100;451=30;gold=265000},<<gold;265000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=6900},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100249,,,Level 249,Cấp 249,Level 249,Level 249,Level 249,Level 249,Level 249,,,<{level=264;unitId=233511;advance=40};{level=463;unitId=232612;advance=40};{level=264;unitId=231221;advance=40};{level=264;unitId=230603;advance=40};{level=264;unitId=233772;advance=40}>,<{level=463;unitId=251249;advance=41}>,config/portrait/jinglingtouxiang2/img_3592.png,,22,,,battle/scene/bg_sd.jpg,,,,,,463,1053,1053,,,,5,<<1;0;8%>;<24;0;8%>>,{gold=265000;451=30;452=20},<<gold;265000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=6900},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100250,,,Level 250,Cấp 250,Level 250,Level 250,Level 250,Level 250,Level 250,,,<{level=265;unitId=233543;advance=40};{level=465;unitId=232633;advance=40};{level=265;unitId=231253;advance=40};{level=265;unitId=230611;advance=40};{level=265;unitId=230013;advance=40}>,<{level=465;unitId=251250;advance=41}>,config/portrait/jinglingtouxiang2/img_3663.png,,22,,,battle/scene/bg_tower.jpg,,,,,,465,1057,1057,,,,5,<<27;0;20%>;<22;0;20%>;<26;1;20%>>,{501=1;451=30;gold=265000},<<gold;265000;1>;<451;30;1>;<501;1;1>>,{gold=6900;452=2;libs=<110;111;112>},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,,,All monsters' control rate increases; killing aura monsters removes this.,All monsters' control rate increases; killing aura monsters removes this.,All monsters' control rate increases; killing aura monsters removes this.,All monsters' control rate increases; killing aura monsters removes this.,All monsters' control rate increases; killing aura monsters removes this.,"Toàn bộ quái vật tăng cường tỷ lệ kiểm soát, tiêu diệt quái vật trong hào quang sẽ xóa bỏ",
100251,,,Level 251,Cấp 251,Level 251,Level 251,Level 251,Level 251,Level 251,,,<{level=266;unitId=233592;advance=41};{level=467;unitId=232683;advance=41};{level=266;unitId=231293;advance=41};{level=266;unitId=230632;advance=41};{level=266;unitId=230044;advance=41}>,<{level=467;unitId=251251;advance=42}>,config/portrait/jinglingtouxiang2/img_3673.png,,22,,,battle/scene/bg_grass.jpg,,,,,,467,1061,1061,,,,3,<<9;1;8%>;<10;1;8%>>,{gold=270000;451=30;452=20},<<gold;270000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=7000},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100252,,,Level 252,Cấp 252,Level 252,Level 252,Level 252,Level 252,Level 252,,,<{level=267;unitId=233663;advance=41};{level=469;unitId=232723;advance=41};{level=267;unitId=231303;advance=41};{level=267;unitId=230641;advance=41};{level=267;unitId=230053;advance=41}>,<{level=469;unitId=251252;advance=42}>,config/portrait/jinglingtouxiang2/img_7001.png,,22,,,battle/scene/bg_night.jpg,,,,,,469,1065,1065,,,,4,<<9;0;8%>;<10;0;8%>;<17;0;8%>>,{502=1;451=30;gold=270000},<<gold;270000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=7000},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100253,,,Level 253,Cấp 253,Level 253,Level 253,Level 253,Level 253,Level 253,,,<{level=268;unitId=233683;advance=41};{level=471;unitId=232843;advance=41};{level=268;unitId=231394;advance=41};{level=268;unitId=230692;advance=41};{level=268;unitId=230082;advance=41}>,<{level=471;unitId=251253;advance=42}>,config/portrait/jinglingtouxiang2/img_163.png,,22,,,battle/scene/bg_sd.jpg,,,,,,471,1069,1069,,,,5,<<1;0;8%>;<24;0;8%>>,{rmb=100;451=30;gold=270000},<<gold;270000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=7000},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100254,,,Level 254,Cấp 254,Level 254,Level 254,Level 254,Level 254,Level 254,,,<{level=269;unitId=233772;advance=41};{level=473;unitId=232963;advance=41};{level=269;unitId=231612;advance=41};{level=269;unitId=230712;advance=41};{level=269;unitId=230163;advance=41}>,<{level=473;unitId=251254;advance=42}>,config/portrait/jinglingtouxiang2/img_242.png,,22,,,battle/scene/bg_tower.jpg,,,,,,473,1073,1073,,,,5,<<27;0;8%>;<24;0;8%>>,{gold=270000;451=30;452=20},<<gold;270000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=7000},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100255,,,Level 255,Cấp 255,Level 255,Level 255,Level 255,Level 255,Level 255,,,<{level=270;unitId=230013;advance=41};{level=475;unitId=233003;advance=41};{level=270;unitId=231772;advance=41};{level=270;unitId=230731;advance=41};{level=270;unitId=230242;advance=41}>,<{level=475;unitId=251255;advance=42}>,config/portrait/jinglingtouxiang2/img_263.png,,22,,,battle/scene/bg_grass.jpg,,,,,,475,1077,1077,,,,5,<<1;1;10%>;<13;0;10%>;<13;0;10%>>,{gold=270000;451=30;519=1},<<gold;270000;1>;<451;30;1>;<519;1;1>>,{gold=7000;452=1;libs=<110;111;112>},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,,,"After some rounds, all monsters gain a shield.","After some rounds, all monsters gain a shield.","After some rounds, all monsters gain a shield.","After some rounds, all monsters gain a shield.","After some rounds, all monsters gain a shield.","Sau một số vòng, toàn bộ quái vật sẽ thêm một lá chắn",
100256,,,Level 256,Cấp 256,Level 256,Level 256,Level 256,Level 256,Level 256,,,<{level=271;unitId=230044;advance=42};{level=477;unitId=233152;advance=42};{level=271;unitId=231813;advance=42};{level=271;unitId=230741;advance=42};{level=271;unitId=230273;advance=42}>,<{level=477;unitId=251256;advance=43}>,config/portrait/jinglingtouxiang2/img_333.png,,22,,,battle/scene/bg_night.jpg,,,,,,477,1081,1081,,,,3,<<13;1;8%>>,{gold=275000;451=30;452=20},<<gold;275000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=7100},<<gold;7100;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
100257,,,Level 257,Cấp 257,Level 257,Level 257,Level 257,Level 257,Level 257,,,<{level=272;unitId=230053;advance=42};{level=479;unitId=233161;advance=42};{level=272;unitId=231841;advance=42};{level=272;unitId=230793;advance=42};{level=272;unitId=230333;advance=42}>,<{level=479;unitId=251257;advance=43}>,config/portrait/jinglingtouxiang2/img_393.png,,22,,,battle/scene/bg_sd.jpg,,,,,,479,1085,1085,,,,4,<<13;0;8%>;<24;0;8%>>,{502=1;451=30;gold=275000},<<gold;275000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=7100},<<gold;7100;0>;<451;1;1>;<452;1;1>>,429005,,,,,,,,,
