VariableName,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
16105,limit_card_rmb1_80707,,0,1,,,,,,,,,,{152=1},450,{153=1},150,{154=1},150,{160=1},150,{161=1},100,{178=1},1,,,,,,,,
16106,limit_card_rmb1_80707,,4,200,,,,,,,,,,{178=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16107,limit_card_rmb1_80541,theme hero,3,10,,,,,,,,,,{150=1},60,{165=1},20,{166=1},20,,,,,,,,,,,,,,
16108,limit_card_rmb1_80541,,0,1,,,,,,,,,,{152=1},450,{153=1},150,{154=1},150,{160=1},150,{167=1},10,{168=1},1,,,,,,,,
16109,limit_card_rmb1_80541,,4,100,,,,,,,,,,{167=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16114,limit_card_rmb1_80568,theme hero,3,10,,,,,,,,,,{150=1},60,{165=1},20,{166=1},20,,,,,,,,,,,,,,
16115,limit_card_rmb1_80568,,0,1,,,,,,,,,,{152=1},450,{153=1},150,{154=1},150,{160=1},150,{167=1},10,{168=1},1,,,,,,,,
16116,limit_card_rmb1_80568,,4,100,,,,,,,,,,{167=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16117,limit_box_rmb1_80572,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16118,limit_box_rmb1_80572,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16119,limit_box_rmb10_80572,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16120,limit_box_rmb10_80572,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16121,limit_box_rmb10_80572,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16122,limit_box_rmb10_80572,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16123,limit_box_rmb10_80572,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16124,limit_box_rmb10_80572,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16125,limit_card_rmb1_80578,theme hero,3,10,,,,,,,,,,{150=1},60,{165=1},20,{166=1},20,,,,,,,,,,,,,,
16126,limit_card_rmb1_80578,,0,1,,,,,,,,,,{152=1},450,{153=1},150,{154=1},150,{160=1},150,{167=1},10,{168=1},1,,,,,,,,
16127,limit_card_rmb1_80578,,4,100,,,,,,,,,,{167=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16128,limit_rmb1_80580,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{31008=1},150,,,,,,,,,,,,
16129,limit_rmb1_80580,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16130,limit_rmb1_80580,,,80,,,1,73,0.1,0.05,0.4,9,99999,{31007=1},1,,,,,,,,,,,,,,,,,,
16131,limit_rmb1_80580,,,155,,,999,144,0.1,0.05,0.4,9,71,{31007=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16132,limit_box_rmb1_80582,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16133,limit_box_rmb1_80582,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16134,limit_box_rmb10_80582,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16135,limit_box_rmb10_80582,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16136,limit_box_rmb10_80582,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16137,limit_box_rmb10_80582,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16138,limit_box_rmb10_80582,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16139,limit_box_rmb10_80582,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16140,limit_helditem_rmb1_80598,held item draw,3,10,,,,,,,,,,{150=1},50,{163=1},50,,,,,,,,,,,,,,,,
16141,limit_helditem_rmb1_80598,,0,1,,,,,,,,,,{152=1},450,{153=1},150,{154=1},150,{160=1},155,{161=1},90,{701=1},5,,,,,,,,
16142,limit_helditem_rmb1_80598,,4,200,,,,,,,,,,{701=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16143,limit_card_rmb1_80651,theme hero,3,10,,,,,,,,,,{150=1},60,{165=1},20,{166=1},20,,,,,,,,,,,,,,
16144,limit_card_rmb1_80651,,0,1,,,,,,,,,,{152=1},450,{153=1},150,{154=1},150,{160=1},150,{167=1},10,{168=1},1,,,,,,,,
16145,limit_card_rmb1_80651,,4,100,,,,,,,,,,{167=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16150,limit_box_rmb1_80761,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16151,limit_box_rmb1_80761,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16152,limit_box_rmb10_80761,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16153,limit_box_rmb10_80761,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16154,limit_box_rmb10_80761,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16155,limit_box_rmb10_80761,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16156,limit_box_rmb10_80761,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16157,limit_box_rmb10_80761,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16158,limit_helditem_rmb1_80776,held item draw,3,10,,,,,,,,,,{150=1},50,{163=1},50,,,,,,,,,,,,,,,,
16159,limit_helditem_rmb1_80776,,0,1,,,,,,,,,,{152=1},450,{153=1},150,{154=1},150,{160=1},155,{161=1},90,{702=1},5,,,,,,,,
16160,limit_helditem_rmb1_80776,,4,200,,,,,,,,,,{702=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16161,limit_explorer_rmb1_80722,explorer,3,15,,,,,,,,,,{172=1},100,,,,,,,,,,,,,,,,,,
16162,limit_explorer_rmb1_80722,,0,1,,,,,,,,,,{175=1},400,{170=1},300,{171=1},200,{172=1},150,{750=1},1,,,,,,,,,,
16163,limit_explorer_rmb1_80722,,4,40,,,,,,,,,,{750=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16168,limit_card_rmb1_80772,bàn long,3,10,,,,,,,,,,{150=1},50,{165=1},50,,,,,,,,,,,,,,,,
16169,limit_card_rmb1_80772,,0,1,,,,,,,,,,{152=1},450,{153=1},150,{154=1},150,{160=1},150,{161=1},100,{178=1},1,,,,,,,,
16170,limit_card_rmb1_80772,,4,200,,,,,,,,,,{178=1},100,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16171,limit_rmb1_80743,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{31008=1},150,,,,,,,,,,,,
16172,limit_rmb1_80743,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16173,limit_rmb1_80743,,,80,,,1,73,0.1,0.05,0.4,9,99999,{31007=1},1,,,,,,,,,,,,,,,,,,
16174,limit_rmb1_80743,,,155,,,999,144,0.1,0.05,0.4,9,71,{31007=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16175,limit_rmb1_80760,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{31008=1},150,,,,,,,,,,,,
16176,limit_rmb1_80760,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16177,limit_rmb1_80760,,,80,,,1,73,0.1,0.05,0.4,9,99999,{31007=1},1,,,,,,,,,,,,,,,,,,
16178,limit_rmb1_80760,,,155,,,999,144,0.1,0.05,0.4,9,71,{31007=1},1,,,,,,,,,,,,,,,,,,
