VariableName,name_cn,languages,drawlanguages,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,desc_cn,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc,desc1_cn,desc1_tw,desc1,desc1_vn,desc1_th,desc1_en,desc1_ma,desc1_ph,desc1_in,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue
28014,,,,,Spirit Memory Fragment,Mảnh Ký Ức Tinh Linh,Spirit Memory Fragment,Spirit Memory ชิ้นส่วน,Fragmen Memori Roh,Piraso ng Alaala ng Espiritu,Fragmen Memori Roh,config/item/xddj/icon_yjccq.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Ký Ức Tinh Linh#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Spirit Memory#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Spirit Memory#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Spirit Memory#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Spirit Memory#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Spirit Memory#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Spirit Memory#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30314,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28015,,,,,Strength Plate Fragment,Mảnh Tạ Sức Mạnh,Strength Plate Fragment,Strength Plate ชิ้นส่วน,Fragmen Pelat Kekuatan,Piraso ng Plate ng Lakas,Fragmen Plat Kekuatan,config/item/xddj/icon_llfz.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Tạ Sức Mạnh#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Power Dumbbell#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Power Dumbbell#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Power Dumbbell#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Power Dumbbell#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Power Dumbbell#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Power Dumbbell#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30315,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28016,,,,,Mysterious Candle Fragment,Mảnh Nhang Kỳ Lạ,Mysterious Candle Fragment,Mysterious Candle ชิ้นส่วน,Fragmen Lilin Misterius,Piraso ng Misteryosong Kandila,Fragmen Lilin Misterius,config/item/xddj/icon_qyxx.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Nhang Kỳ Lạ#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Strange Incense#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Strange Incense#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Strange Incense#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Strange Incense#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Strange Incense#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Strange Incense#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30316,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28017,,,,,Soul Water Fragment,Mảnh Tâm Linh Chi Thuỷ,Soul Water Fragment,Soul Water ชิ้นส่วน,Fragmen Air Jiwa,Piraso ng Tubig ng Kaluluwa,Fragmen Air Jiwa,config/item/xddj/icon_xzsd.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Tâm Linh Chi Thuỷ#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Spiritual Water#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Spiritual Water#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Spiritual Water#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Spiritual Water#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Spiritual Water#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Spiritual Water#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30317,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28018,,,,,Duelling Gear Fragment,Mảnh Thiết Bị Đối Chiến,Duelling Gear Fragment,Duelling Gear ชิ้นส่วน,Fragmen Perlengkapan Duel,Piraso ng Kagamitang Pakikipaglaban,Fragmen Peralatan Duel,config/item/xddj/icon_qxyxtxq.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Thiết Bị Đối Chiến#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Combat Device#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Combat Device#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Combat Device#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Combat Device#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Combat Device#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Combat Device#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30318,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28019,,,,,Satoshi’s Hat Fragment,Mảnh Mũ Của Satoshi,Satoshi’s Hat Fragment,Satoshi’s Hat ชิ้นส่วน,Fragmen Topi Satoshi,Piraso ng Sumbrero ni Satoshi,Fragmen Topi Satoshi,config/item/xddj/icon_pkqdmz.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Mũ của Satoshi#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Satoshi's Hat#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Satoshi's Hat#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Satoshi's Hat#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Satoshi's Hat#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Satoshi's Hat#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Satoshi's Hat#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",,4,0,,,30319,30,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28031,,,,,Mảnh Kocho Shinobu,Mảnh Kocho Shinobu,Kocho Shinobu Shard,เศษ Kocho Shinobu,Pecahan Kocho Shinobu,Piraso ni Kocho Shinobu,Serpihan Kocho Shinobu,config/portrait/jinglingtouxiang/kocho_shinobu.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kocho Shinobu#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kocho Shinobu#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Kocho Shinobu#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Kocho Shinobu#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Kocho Shinobu#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Kocho Shinobu#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kocho Shinobu#C0x55504D#,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kocho Shinobu#C0x55504D#,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",7,,,499,{coin5=50},8003,120,,,,,,,,,,,,,,,,,,,,,
28041,,,,,Mảnh Tsuyuri Kanao,Mảnh Tsuyuri Kanao,Tsuyuri Kanao Shard,เศษ Tsuyuri Kanao,Pecahan Tsuyuri Kanao,Piraso ni Tsuyuri Kanao,Serpihan Tsuyuri Kanao,config/portrait/jinglingtouxiang/Tsuyuri_Kanao.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Tsuyuri Kanao#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Tsuyuri Kanao#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Tsuyuri Kanao#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Tsuyuri Kanao#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Tsuyuri Kanao#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Tsuyuri Kanao#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Tsuyuri Kanao#C0x55504D#,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Tsuyuri Kanao#C0x55504D#,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",6,,,521,{coin5=30},8004,80,,,,,,,,,,,,,,,,,,,,,
28101,,,,,Immortal Sword Fragment,Mảnh Kiếm Bất Hủ,Immortal Sword Fragment,Immortal Sword ชิ้นส่วน,Fragmen Pedang Abadi,Piraso ng Di-mamamatay na Espada,Fragmen Pedang Abadi,config/item/xddj/icon_bxzj.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kiếm Bất Hủ#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Immortal Sword#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Immortal Sword#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Immortal Sword#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Immortal Sword#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Immortal Sword#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Immortal Sword#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30401,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28102,,,,,Fiery Chain Claw Fragment,Mảnh Vuốt Xích Diễm,Fiery Chain Claw Fragment,Fiery Chain Claw ชิ้นส่วน,Fragmen Cakar Rantai Api,Piraso ng Matulis na Chain Claw,Fragmen Cakar Rantai Ghaib,config/item/xddj/icon_lyzz.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Vuốt Xích Diễm#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Blazing Claw#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Blazing Claw#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Blazing Claw#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Blazing Claw#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Blazing Claw#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Blazing Claw#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30402,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28103,,,,,Immortal Shield Fragment,Mảnh Khiên Bất Hủ,Immortal Shield Fragment,Immortal Shield ชิ้นส่วน,Fragmen Tameng Abadi,Piraso ng Hindi Napatid na Kalasag,Fragmen Perisai Abadi,config/item/xddj/icon_bxzd.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Khiên Bất Hủ#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Immortal Shield#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Immortal Shield#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Immortal Shield#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Immortal Shield#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Immortal Shield#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Immortal Shield#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30403,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28104,,,,,High-Energy Guard Fragment,Mảnh Cao Năng Hộ Oản,High-Energy Guard Fragment,High-Energy Guard ชิ้นส่วน,Fragmen Penjaga Berenergi Tinggi,Piraso ng Mataas na Enerhiya Bantay,Fragmen Penjaga Tenaga Tinggi,config/item/xddj/icon_gnhw.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Cao Năng Hộ Oản#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#High-Energy Protector#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#High-Energy Protector#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#High-Energy Protector#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#High-Energy Protector#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#High-Energy Protector#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#High-Energy Protector#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30404,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
28105,,,,,Power Bracelet Fragment,Mảnh Vòng Tay Cường Lực,Power Bracelet Fragment,Power Bracelet ชิ้นส่วน,Fragmen Gelang Kekuatan,Piraso ng Pulseras ng Lakas,Fragmen Gelang Kuasa,config/item/xddj/icon_qlsh.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Vòng Tay Cường Lực#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Power Bracelet#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อรวมร่างเป็น #C0xE77421#Power Bracelet#C0x55504D#,Kumpulkan %d fragmen untuk menyatukan #C0xE77421#Power Bracelet#C0x55504D#,Kolektahin ang %d piraso upang mabuo ang #C0xE77421#Power Bracelet#C0x55504D#,Kumpul %d serpihan untuk gabungkan menjadi #C0xE77421#Power Bracelet#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Power Bracelet#C0x55504D#,,,"The collection value is quite high, you can accumulate a little to earn a lot","Giá trị sưu tầm khá cao, bạn có thể tích lũy một ít để kiếm được nhiều","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot","The collection value is quite high, you can accumulate a little to earn a lot",5,4,0,,,30405,50,,<6;1>,<1;3>,,,,,,,,,,,,,,,,,,
