VariableName,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
Defaults,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
VariableName,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
1578,,80412,{11=1.1},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1579,,80412,{11=1.1},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1580,,80412,{11=1.1},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1581,,80412,{11=1.1},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1582,,80412,{11=1.1},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1583,,80412,{11=1.1},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1584,,80412,{11=1.1},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1585,,80413,,1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1586,,80413,,2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1587,,80413,,3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1588,,80413,,4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1589,,80413,,5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1590,,80413,,6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1591,,80413,,7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1592,,80413,,8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1593,,80413,,9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1594,,80413,,10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1595,,80413,,11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1596,,80413,,12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1597,,80414,,1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1598,,80414,,2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1599,,80414,,3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1600,,80414,,4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1601,,80414,,5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1602,,80414,,6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1603,,80414,,7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1604,,80414,,8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1605,,80414,,9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1606,,80414,,10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1607,,80414,,11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1608,,80414,,12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1609,,80415,,1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1610,,80415,,2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1611,,80415,,3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1612,,80415,,4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1613,,80415,,5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1614,,80415,,6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1615,,80415,,7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1616,,80415,,8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1617,,80415,,9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1618,,80415,,10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1619,,80415,,11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1620,,80415,,12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1621,,80416,,1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1622,,80416,,2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1623,,80416,,3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1624,,80416,,4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1625,,80416,,5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1626,,80416,,6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1627,,80416,,7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1628,,80416,,8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1629,,80416,,9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1630,,80416,,10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1631,,80416,,11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1632,,80416,,12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1633,,80421,{11=1.3},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1634,,80421,{11=1.3},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1635,,80421,{11=1.3},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1636,,80421,{11=1.3},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1637,,80421,{11=1.3},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1638,,80421,{11=1.3},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1639,,80421,{11=1.3},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1640,,80421,{11=1.3},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1641,,80421,{11=1.3},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1642,,80421,{11=1.3},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1643,,80421,{11=1.3},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1644,,80421,{11=1.3},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1645,,80422,{11=0.47},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1646,,80422,{11=0.47},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1647,,80422,{11=0.47},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1648,,80422,{11=0.47},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1649,,80422,{11=0.47},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1650,,80422,{11=0.47},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1651,,80422,{11=0.47},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1652,,80422,{11=0.47},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1653,,80422,{11=0.47},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1654,,80422,{11=0.47},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1655,,80422,{11=0.47},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1656,,80422,{11=0.47},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1657,,80423,,1,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1658,,80423,,2,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1659,,80423,,3,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1660,,80423,,4,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1661,,80423,,5,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1662,,80423,,6,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1663,,80423,,7,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1664,,80423,,8,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1665,,80423,,9,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1666,,80423,,10,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1667,,80423,,11,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1668,,80423,,12,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1669,,80424,,1,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1670,,80424,,2,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1671,,80424,,3,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1672,,80424,,4,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1673,,80424,,5,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1674,,80424,,6,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1675,,80424,,7,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1676,,80424,,8,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1677,,80424,,9,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1678,,80424,,10,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1679,,80424,,11,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1680,,80424,,12,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1681,,80425,,1,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1682,,80425,,2,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1683,,80425,,3,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1684,,80425,,4,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1685,,80425,,5,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1686,,80425,,6,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1687,,80425,,7,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1688,,80425,,8,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1689,,80425,,9,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1690,,80425,,10,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1691,,80425,,11,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1692,,80425,,12,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1693,,80426,,1,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1694,,80426,,2,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1695,,80426,,3,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1696,,80426,,4,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1697,,80426,,5,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1698,,80426,,6,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1699,,80426,,7,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1700,,80426,,8,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1701,,80426,,9,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1702,,80426,,10,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1703,,80426,,11,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1704,,80426,,12,<3.68;3.13>,<1.45;1.62>,<1.45;1.62>,<1.93;1.66>,<1.93;1.66>,<0.98;0.98>,,,,,,
1705,,80431,{12=1.1},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1706,,80431,{12=1.1},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1707,,80431,{12=1.1},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1708,,80431,{12=1.1},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1709,,80431,{12=1.1},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1710,,80431,{12=1.1},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1711,,80431,{12=1.1},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1712,,80431,{12=1.1},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1713,,80431,{12=1.1},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1714,,80431,{12=1.1},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1715,,80431,{12=1.1},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1716,,80431,{12=1.1},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1717,,80432,{11=1.1},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1718,,80432,{11=1.1},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1719,,80432,{11=1.1},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1720,,80432,{11=1.1},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1721,,80432,{11=1.1},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1722,,80432,{11=1.1},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1723,,80432,{11=1.1},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1724,,80432,{11=1.1},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1725,,80432,{11=1.1},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1726,,80432,{11=1.1},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1727,,80432,{11=1.1},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1728,,80432,{11=1.1},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1729,,80433,{11=1.1},1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1730,,80433,{11=1.1},2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1731,,80433,{11=1.1},3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1732,,80433,{11=1.1},4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1733,,80433,{11=1.1},5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1734,,80433,{11=1.1},6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1735,,80433,{11=1.1},7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1736,,80433,{11=1.1},8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1737,,80433,{11=1.1},9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1738,,80433,{11=1.1},10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1739,,80433,{11=1.1},11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1740,,80433,{11=1.1},12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1741,,80434,,1,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1742,,80434,,2,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1743,,80434,,3,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1744,,80434,,4,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1745,,80434,,5,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1746,,80434,,6,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1747,,80434,,7,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1748,,80434,,8,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1749,,80434,,9,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1750,,80434,,10,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1751,,80434,,11,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
1752,,80434,,12,<3.08;2.62>,<1.22;1.36>,<1.22;1.36>,<1.62;1.39>,<1.62;1.39>,<0.95;0.95>,,,,,,
