VariableName,sceneName_cn,sceneName,sceneName_vn,sceneName_en,sceneName_th,sceneName_in,sceneName_ph,sceneName_ma,sceneName_kr,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag,unitID
31201,,Strong Enemy Approaches,Kẻ địch mạnh đến.,Strong Enemy Approaches,ศัตรูที่แข็งแกร่งเข้ามา,Musuh Kuat Mendekat,Lumalapit ang Malakas na Kaaway,Musuh Kuat Mendekat,,,<{unitId=53342;level=125;advance=14};{unitId=50552;level=125;advance=14};{unitId=52612;level=125;advance=14};{unitId=70701;level=125;advance=14};{unitId=52612;level=125;advance=14}>,<{unitId=80721;level=125;advance=14}>,config/portrait/simple/img_721.png,,6,2,,,,,,,battle/scene/battle_map_14.png,config/big_hero/normal/img_721.png,,222,,,21401,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,125,561,561,,,,,12,80,60,{5000=0;100=0;19=0},16720,"When you deploy heroes with Ice, Demon, or Ninjutsu attributes, your Physical and Magic attacks will be increased by 10%.  ",,"When you deploy heroes with Ice, Demon, or Ninjutsu attributes, your Physical and Magic attacks will be increased by 10%.  ",เมื่อคุณใช้ฮีโร่ที่มีคุณลักษณะ น้ำแข็ง ปีศาจ หรือ นินจุตสึ พลังโจมตีทางกายภาพและเวทมนตร์จะเพิ่มขึ้น 10%  ,"Saat kamu menggunakan hero dengan atribut Es, Iblis, atau Ninjutsu, serangan Fisik dan Sihirmu akan meningkat 10%.  ","Kapag gumamit ka ng mga bayani na may katangiang Yelo, Demonyo, o Ninjutsu, tataas ng 10% ang iyong Physical at Magic na atake.","Apabila anda menggunakan wira dengan atribut Ais, Iblis, atau Ninjutsu, serangan Fizikal dan Ajaib anda akan meningkat sebanyak 10%.","Khi bạn triển khai các anh hùng có thuộc tính Băng, Ác quỷ hoặc Nhẫn thuật, các đòn tấn công vật lý và phép thuật của bạn sẽ tăng thêm 10%.",,,,,{850=175;502=1;talent_point=1},{521=1;851=75;talent_point=2},,,{y=736;x=766},,<<0;0>>,,,,,,80721
31202,,Strong Enemy Approaches,Kẻ địch mạnh đến.,Strong Enemy Approaches,ศัตรูที่แข็งแกร่งเข้ามา,Musuh Kuat Mendekat,Lumalapit ang Malakas na Kaaway,Musuh Kuat Mendekat,,,<{unitId=60333;level=128;advance=14};{unitId=63251;level=128;advance=14};{unitId=80701;level=128;advance=14};{unitId=61903;level=128;advance=14};{unitId=61303;level=128;advance=14}>,<{unitId=80771;level=128;advance=14}>,config/portrait/simple/img_771.png,,6,2,,,,,,,battle/scene/battle_map_14.png,config/big_hero/normal/img_771.png,,222,,,21401,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,128,567,567,,,,,12,80,60,{5000=0;100=0;19=0},16720,"Heroes with Wind, Thunder, and Sword attributes will have their Physical and Magic attacks increased by 10%.  ",,"Heroes with Wind, Thunder, and Sword attributes will have their Physical and Magic attacks increased by 10%.  ",ฮีโร่ที่มีคุณลักษณะ ลม สายฟ้า และดาบ จะได้รับการเพิ่มพลังโจมตีทางกายภาพและเวทมนตร์ 10%  ,"Hero dengan atribut Angin, Petir, dan Pedang akan mendapatkan peningkatan 10% pada serangan Fisik dan Sihir.  ","Ang mga bayani na may katangiang Hangin, Kidlat, at Espada ay magkakaroon ng 10% dagdag na Physical at Magic attack.","Wira dengan atribut Angin, Petir, dan Pedang akan mendapat peningkatan 10% dalam serangan Fizikal dan Ajaib.","Các anh hùng có thuộc tính gió, sét và kiếm sẽ có đòn tấn công vật lý và phép thuật tăng thêm 10%.",,,,,{850=175;502=1;talent_point=1},{521=1;851=75;talent_point=2},,,{y=400;x=1200},,<<0;0>>,,,,,,80771
31203,,Strong Enemy Approaches,Kẻ địch mạnh đến.,Strong Enemy Approaches,ศัตรูที่แข็งแกร่งเข้ามา,Musuh Kuat Mendekat,Lumalapit ang Malakas na Kaaway,Musuh Kuat Mendekat,,,<{unitId=52013;level=137;advance=14};{unitId=50793;level=137;advance=14};{unitId=53293;level=137;advance=14};{unitId=60632;level=137;advance=14};{unitId=71293;level=137;advance=14};{unitId=60242;level=137;advance=14}>,<{unitId=81231;level=137;advance=14}>,config/portrait/simple/img_1231.png,,6,2,,,,,,,battle/scene/battle_map_14.png,config/big_hero/normal/img_1231.png,,222,,,21401,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,137,573,573,,,,,12,80,60,{5000=0;100=0;19=0},16720,"Heroes with Wind, Thunder, and Light attributes will have their Physical and Magic attacks increased by 10%.  ",,"Heroes with Wind, Thunder, and Light attributes will have their Physical and Magic attacks increased by 10%.  ",ฮีโร่ที่มีคุณลักษณะ ลม สายฟ้า และแสง จะได้รับการเพิ่มพลังโจมตีทางกายภาพและเวทมนตร์ 10%  ,"Hero dengan atribut Angin, Petir, dan Cahaya akan mendapatkan peningkatan 10% pada serangan Fisik dan Sihir.  ","Ang mga bayani na may katangiang Hangin, Kidlat, at Liwanag ay magkakaroon ng 10% dagdag na Physical at Magic attack.","Wira dengan atribut Angin, Petir, dan Cahaya akan mendapat peningkatan 10% dalam serangan Fizikal dan Ajaib.","Các anh hùng có thuộc tính gió, sét và ánh sáng sẽ có đòn tấn công vật lý và phép thuật tăng thêm 10%.",,,,,{850=175;502=1;talent_point=1},{521=1;851=75;talent_point=2},,,{y=500;x=1900},,<<0;0>>,,,,,,81231
31204,,Strong Enemy Approaches,Kẻ địch mạnh đến.,Strong Enemy Approaches,ศัตรูที่แข็งแกร่งเข้ามา,Musuh Kuat Mendekat,Lumalapit ang Malakas na Kaaway,Musuh Kuat Mendekat,,,<{unitId=62033;level=140;advance=14};{unitId=50402;level=140;advance=14};{unitId=63251;level=140;advance=14};{unitId=53283;level=140;advance=14};{unitId=72242;level=140;advance=14};{unitId=50044;level=140;advance=14}>,<{unitId=81241;level=140;advance=14}>,config/portrait/simple/img_1241.png,,6,2,,,,,,,battle/scene/battle_map_14.png,config/big_hero/normal/img_1241.png,,222,,,21401,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,140,583,583,,,,,12,80,60,{5000=0;100=0;19=0},16720,Please pay attention to the heroes' rumors.  ,,Please pay attention to the heroes' rumors.  ,กรุณาใส่ใจกับข่าวลือของเหล่าฮีโร่  ,Harap perhatikan rumor para pahlawan.  ,Pakitandaan ang mga tsismis tungkol sa mga bayani.,Sila beri perhatian kepada khabar angin tentang wira.,Xin hãy chú ý đến những lời đồn đại của các anh hùng,,,,,{850=175;502=1;talent_point=1},{521=1;851=75;talent_point=2},,,{y=886;x=1566},,<<0;0>>,,,,,,81241
31301,,Tactical Deployment,Chuyển quân chiến thuật,Tactical Deployment,การจัดกำลังแบบยุทธศาสตร์,Penempatan Taktis,Pagpapadala ng Estratehiya,Penempatan Taktis,,,<{unitId=50053;level=143;advance=15};{unitId=53772;level=143;advance=15};{unitId=52073;level=143;advance=15};{unitId=70731;level=143;advance=15};{unitId=50793;level=143;advance=15}>,<{unitId=81313;level=143;advance=15}>,config/portrait/simple/img_1313.png,,6,2,,,,,,,battle/scene/battle_map_21.png,config/big_hero/normal/img_1313.png,,223,,,21501,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,143,589,589,,,,,12,80,60,{5000=0;100=0;19=0},16720,"When you deploy heroes with Ice, Demon, or Darkness attributes, your Physical and Magic attacks will be increased by 10%.  ",,"When you deploy heroes with Ice, Demon, or Darkness attributes, your Physical and Magic attacks will be increased by 10%.  ",เมื่อคุณใช้ฮีโร่ที่มีคุณลักษณะ น้ำแข็ง ปีศาจ หรือ ความมืด พลังโจมตีทางกายภาพและเวทมนตร์จะเพิ่มขึ้น 10%  ,"Saat kamu menggunakan hero dengan atribut Es, Iblis, atau Kegelapan, serangan Fisik dan Sihirmu akan meningkat 10%.  ","Kapag gumamit ka ng mga bayani na may katangiang Yelo, Demonyo, o Kadiliman, tataas ng 10% ang iyong Physical at Magic na atake.","Apabila anda menggunakan wira dengan atribut Ais, Iblis, atau Kegelapan, serangan Fizikal dan Ajaib anda akan meningkat sebanyak 10%.","Khi bạn triển khai các anh hùng có thuộc tính băng, quỷ hoặc bóng tối, các đòn tấn công vật lý và phép thuật của bạn sẽ tăng thêm 10%.",,,,,{850=180;502=1;talent_point=1},{521=1;851=80;talent_point=2},,,{y=736;x=766},,<<0;0>>,,,,,,81313
31302,,Tactical Deployment,Chuyển quân chiến thuật,Tactical Deployment,การจัดกำลังแบบยุทธศาสตร์,Penempatan Taktis,Pagpapadala ng Estratehiya,Penempatan Taktis,,,<{unitId=63161;level=152;advance=15};{unitId=60741;level=152;advance=15};{unitId=61911;level=152;advance=15};{unitId=61221;level=152;advance=15};{unitId=70771;level=152;advance=15};{unitId=60883;level=152;advance=15}>,<{unitId=81393;level=152;advance=15}>,config/portrait/simple/img_1393.png,,6,2,,,,,,,battle/scene/battle_map_21.png,config/big_hero/normal/img_1393.png,,223,,,21501,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,152,595,595,,,,,12,80,60,{5000=0;100=0;19=0},16930,"Heroes with Poison, Earth, and Fire attributes will have their Physical and Magic attacks increased by 10%.  ",,"Heroes with Poison, Earth, and Fire attributes will have their Physical and Magic attacks increased by 10%.  ",ฮีโร่ที่มีคุณลักษณะ พิษ ดิน และไฟ จะได้รับการเพิ่มพลังโจมตีทางกายภาพและเวทมนตร์ 10%  ,"Hero dengan atribut Racun, Tanah, dan Api akan mendapatkan peningkatan 10% pada serangan Fisik dan Sihir.  ","Ang mga bayani na may katangiang Lason, Lupa, at Apoy ay magkakaroon ng 10% dagdag na Physical at Magic attack.","Wira dengan atribut Racun, Tanah, dan Api akan mendapat peningkatan 10% dalam serangan Fizikal dan Ajaib.","Các anh hùng thuộc tính độc, đất và lửa sẽ có đòn tấn công vật lý và phép thuật tăng 10%.",,,,,{850=180;502=1;talent_point=1},{521=1;851=80;talent_point=2},,,{y=400;x=1200},,<<0;0>>,,,,,,81393
31303,,Tactical Deployment,Chuyển quân chiến thuật,Tactical Deployment,การจัดกำลังแบบยุทธศาสตร์,Penempatan Taktis,Pagpapadala ng Estratehiya,Penempatan Taktis,,,<{unitId=63543;level=155;advance=15};{unitId=60242;level=155;advance=15};{unitId=63152;level=155;advance=15};{unitId=60972;level=155;advance=15};{unitId=72023;level=155;advance=15};{unitId=60883;level=155;advance=15}>,<{unitId=81423;level=155;advance=15}>,config/portrait/simple/img_1423.png,,6,2,,,,,,,battle/scene/battle_map_21.png,config/big_hero/normal/img_1423.png,,223,,,21501,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,155,601,601,,,,,12,80,60,{5000=0;100=0;19=0},16930,"Heroes with Wind, Thunder, and Ice attributes will have their Physical and Magic attacks increased by 10%.  ",,"Heroes with Wind, Thunder, and Ice attributes will have their Physical and Magic attacks increased by 10%.  ",ฮีโร่ที่มีคุณลักษณะ ลม สายฟ้า และน้ำแข็ง จะได้รับการเพิ่มพลังโจมตีทางกายภาพและเวทมนตร์ 10%  ,"Hero dengan atribut Angin, Petir, dan Es akan mendapatkan peningkatan 10% pada serangan Fisik dan Sihir.  ","Ang mga bayani na may katangiang Hangin, Kidlat, at Yelo ay magkakaroon ng 10% dagdag na Physical at Magic attack.","Wira dengan atribut Angin, Petir, dan Ais akan mendapat peningkatan 10% dalam serangan Fizikal dan Ajaib.","Các anh hùng có thuộc tính gió, sét và băng sẽ có đòn tấn công vật lý và phép thuật tăng thêm 10%.",,,,,{850=180;502=1;talent_point=1},{521=1;851=80;talent_point=2},,,{y=500;x=1900},,<<0;0>>,,,,,,81423
31304,,Tactical Deployment,Chuyển quân chiến thuật,Tactical Deployment,การจัดกำลังแบบยุทธศาสตร์,Penempatan Taktis,Pagpapadala ng Estratehiya,Penempatan Taktis,,,<{unitId=61813;level=158;advance=15};{unitId=63592;level=158;advance=15};{unitId=62242;level=158;advance=15};{unitId=62033;level=158;advance=15};{unitId=73143;level=158;advance=15};{unitId=63543;level=158;advance=15}>,<{unitId=81503;level=158;advance=15}>,config/portrait/simple/img_1503.png,,6,2,,,,,,,battle/scene/battle_map_21.png,config/big_hero/normal/img_1503.png,,223,,,21501,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,158,611,611,,,,,12,80,60,{5000=0;100=0;19=0},16930,Please pay attention to the heroes' rumors.  ,,Please pay attention to the heroes' rumors.  ,กรุณาใส่ใจกับข่าวลือของเหล่าฮีโร่  ,Harap perhatikan rumor para pahlawan.  ,Pakitandaan ang mga tsismis tungkol sa mga bayani.,Sila beri perhatian kepada khabar angin tentang wira.,Xin hãy chú ý đến những lời đồn đại của các anh hùng,,,,,{850=180;502=1;talent_point=1},{521=1;851=80;talent_point=2},,,{y=886;x=1566},,<<0;0>>,,,,,,81503
31401,,Together,Đi cùng nhau,Together,ไปด้วยกัน,Bersama,Sabay,Sama-sama,,,<{unitId=61082;level=167;advance=15};{unitId=63251;level=167;advance=15};{unitId=60641;level=167;advance=15};{unitId=72723;level=167;advance=15};{unitId=61841;level=167;advance=15}>,<{unitId=81893;level=167;advance=15}>,config/portrait/simple/img_1893.png,,6,2,,,,,,,battle/scene/battle_map_15.png,config/big_hero/normal/img_1893.png,,224,,,21501,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,167,617,617,,,,,12,80,60,{5000=0;100=0;19=0},16930,"Heroes skilled in Combat, Sword, and Ninjutsu will receive a 10% boost in Physical and Magic power.  ",,"Heroes skilled in Combat, Sword, and Ninjutsu will receive a 10% boost in Physical and Magic power.  ",ฮีโร่ที่เชี่ยวชาญด้านการต่อสู้ ดาบ และนินจุตสึ จะได้รับพลังโจมตีทางกายภาพและเวทมนตร์เพิ่มขึ้น 10%  ,"Hero yang ahli dalam Pertarungan, Pedang, dan Ninjutsu akan mendapatkan peningkatan 10% dalam kekuatan Fisik dan Sihir.  ","Ang mga bayani na bihasa sa Labanan, Espada, at Ninjutsu ay makakatanggap ng 10% dagdag na lakas ng Physical at Magic.","Wira yang mahir dalam Pertempuran, Pedang, dan Ninjutsu akan menerima peningkatan 10% dalam kuasa Fizikal dan Ajaib.","Các anh hùng chiến đấu, sử dụng kiếm và nhẫn thuật sẽ được tăng thêm 10% sức mạnh vật lý và phép thuật.",,,,,{850=180;502=1;talent_point=1},{521=1;851=80;talent_point=2},,,{y=736;x=766},,<<0;0>>,,,,,,81893
31402,,Together,Đi cùng nhau,Together,ไปด้วยกัน,Bersama,Sabay,Sama-sama,,,<{unitId=52593;level=170;advance=15};{unitId=61841;level=170;advance=15};{unitId=53683;level=170;advance=15};{unitId=61931;level=170;advance=15};{unitId=70972;level=170;advance=15};{unitId=61772;level=170;advance=15}>,<{unitId=81941;level=170;advance=15}>,config/portrait/simple/img_1941.png,,6,2,,,,,,,battle/scene/battle_map_15.png,config/big_hero/normal/img_1941.png,,224,,,21501,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,170,623,623,,,,,12,80,60,{5000=0;100=0;19=0},16930,"Deploying heroes with Earth, Rock, or Water attributes increases Physical and Magic attacks by 10%.  ",,"Deploying heroes with Earth, Rock, or Water attributes increases Physical and Magic attacks by 10%.  ",เมื่อใช้ฮีโร่ที่มีคุณลักษณะ ดิน หิน หรือ น้ำ การโจมตีทางกายภาพและเวทมนตร์จะเพิ่มขึ้น 10%  ,"Menggunakan hero dengan atribut Tanah, Batu, atau Air akan meningkatkan serangan Fisik dan Sihir sebesar 10%.  ","Kapag gumamit ng mga bayani na may katangiang Lupa, Bato, o Tubig, tataas ng 10% ang Physical at Magic na atake.","Menggunakan wira dengan atribut Tanah, Batu, atau Air akan meningkatkan serangan Fizikal dan Ajaib sebanyak 10%.","Khi triển khai anh hùng thuộc tính đất, đá hoặc nước, các đòn tấn công vật lý và phép thuật sẽ tăng thêm 10%.",,,,,{850=180;502=1;talent_point=1},{521=1;851=80;talent_point=2},,,{y=400;x=1200},,<<0;0>>,,,,,,81941
31403,,Together,Đi cùng nhau,Together,ไปด้วยกัน,Bersama,Sabay,Sama-sama,,,<{unitId=60503;level=173;advance=15};{unitId=60883;level=173;advance=15};{unitId=60333;level=173;advance=15};{unitId=62033;level=173;advance=15};{unitId=71931;level=173;advance=15};{unitId=61813;level=173;advance=15}>,<{unitId=81951;level=173;advance=15}>,config/portrait/simple/img_1951.png,,6,2,,,,,,,battle/scene/battle_map_15.png,config/big_hero/normal/img_1951.png,,224,,,21501,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,173,629,629,,,,,12,80,60,{5000=0;100=0;19=0},17140,"When you deploy heroes with Ice, Demon, or Ninjutsu attributes, your Physical and Magic attacks will be increased by 10%.  ",,"When you deploy heroes with Ice, Demon, or Ninjutsu attributes, your Physical and Magic attacks will be increased by 10%.  ",เมื่อคุณใช้ฮีโร่ที่มีคุณลักษณะ น้ำแข็ง ปีศาจ หรือ นินจุตสึ พลังโจมตีทางกายภาพและเวทมนตร์จะเพิ่มขึ้น 10%  ,"Saat kamu menggunakan hero dengan atribut Es, Iblis, atau Ninjutsu, serangan Fisik dan Sihirmu akan meningkat 10%.  ","Kapag gumamit ka ng mga bayani na may katangiang Yelo, Demonyo, o Ninjutsu, tataas ng 10% ang iyong Physical at Magic na atake.","Apabila anda menggunakan wira dengan atribut Ais, Iblis, atau Ninjutsu, serangan Fizikal dan Ajaib anda akan meningkat sebanyak 10%.","Khi bạn triển khai các anh hùng có thuộc tính Băng, Ác quỷ hoặc Nhẫn thuật, các đòn tấn công vật lý và phép thuật của bạn sẽ tăng thêm 10%.",,,,,{850=180;502=1;talent_point=1},{521=1;851=80;talent_point=2},,,{y=500;x=1900},,<<0;0>>,,,,,,81951
