VariableName,name_cn,name_th,name,name_vn,name_in,name_my,name_en,name_ph,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSkinScale,shiny,extraSkillList,shinyPos,cardSpine,cardSpineNeedStar,cardSpineScale,frontPriority,fakePassiveSkillList,cardSkinPos,cardSpinePos,shinyRes,showOpen,showOpenOffsetY,scaleY,ShowScale,cardIcon3,cardShowPosY,cardShowPos,cardShowRes,showRes
240863,,อธีนา  ,Athena  ,Athena,Athena  ,Athena  ,Athena  ,Athena  ,elitesmonster,3,,15,,<99>,,,,863,,config/portrait/speedranktouxiang/img_863.png,config/portrait/jinglingtouxiang/img_863.png,config/portrait/jinglingtouxiang2/img_863.png,config/portrait/simple/img_863.png,config/big_hero/normal/img_863.png,,,yadianna/yadianna.json,,config/big_hero/normal/img_863.png,,,<59013;59003;8636>,<8631;8632;8633>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_yadianna.png,240,,,,,,,
240883,,คิรัวร์ โซลดิ๊ก  ,Killua Zoldyck  ,Killua Zoldyck,Killua Zoldyck  ,Killua Zoldyck  ,Killua Zoldyck  ,Killua Zoldyck  ,elitesmonster,3,5,11,,<99>,,,,883,,config/portrait/speedranktouxiang/img_883.png,config/portrait/jinglingtouxiang/img_883.png,config/portrait/jinglingtouxiang2/img_883.png,config/portrait/simple/img_883.png,config/big_hero/normal/img_883.png,,,qiyazoudike/qiyazoudike.json,,config/big_hero/normal/img_883.png,,,<59013;59003;8836>,<8831;8832;8833>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_qiya.png,240,,,,,,,
240972,,คุรุมิ โทคิซากิ  ,Kurumi Tokisaki  ,Kurumi Tokisaki,Kurumi Tokisaki  ,Kurumi Tokisaki  ,Kurumi Tokisaki  ,Kurumi Tokisaki  ,elitesmonster,3,11,16,,<99>,,,,972,,config/portrait/speedranktouxiang/img_972.png,config/portrait/jinglingtouxiang/img_972.png,config/portrait/jinglingtouxiang2/img_972.png,config/portrait/simple/img_972.png,config/big_hero/normal/img_972.png,,,shiqikuangsan/shiqikuangsan.json,,config/big_hero/normal/img_972.png,,,<59013;59003;9726>,<9721;9722;9723>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_shiqikuangsan.png,240,,,,,,,
241032,,ชิโระ อามาคุสะ  ,Shiro Amakusa  ,Shiro Amakusa,Shiro Amakusa  ,Shiro Amakusa  ,Shiro Amakusa  ,Shiro Amakusa  ,elitesmonster,3,8,16,,<99>,,,,1032,,config/portrait/speedranktouxiang/img_1032.png,config/portrait/jinglingtouxiang/img_1032.png,config/portrait/jinglingtouxiang2/img_1032.png,config/portrait/simple/img_1032.png,config/big_hero/normal/img_1032.png,,,tiancaosilangshizhen/tiancaosilangshizhen.json,,config/big_hero/normal/img_1032.png,,,<59013;59003;10326>,<10321;10322;10323>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_tiancao.png,240,,,,,,,
241071,,ชินซึเกะ ทากาซึกิ  ,Shinsuke Takasugi  ,Shinsuke Takasugi,Shinsuke Takasugi  ,Shinsuke Takasugi  ,Shinsuke Takasugi  ,Shinsuke Takasugi  ,elitesmonster,3,12,7,,<99>,,,,1071,,config/portrait/speedranktouxiang/img_1071.png,config/portrait/jinglingtouxiang/img_1071.png,config/portrait/jinglingtouxiang2/img_1071.png,config/portrait/simple/img_1071.png,config/big_hero/normal/img_1071.png,,,gaoshanjinzhu/gaoshanjinzhu.json,,config/big_hero/normal/img_1071.png,,,<59013;59003;10716>,<10711;10712;10713>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_gaoshan.png,240,,,,,,,
241082,,มากะ  ,Maka  ,Maka,Maka  ,Maka  ,Maka  ,Maka  ,elitesmonster,3,16,6,,<99>,,,,1082,,config/portrait/speedranktouxiang/img_1082.png,config/portrait/jinglingtouxiang/img_1082.png,config/portrait/jinglingtouxiang2/img_1082.png,config/portrait/simple/img_1082.png,config/big_hero/normal/img_1082.png,,,majia/majia.json,,config/big_hero/normal/img_1082.png,,,<59013;59003;10826>,<10821;10822;10823>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_majia.png,240,,,,,,,
241221,,ธอร์  ,Thor  ,Thor,Thor  ,Thor  ,Thor  ,Thor  ,elitesmonster,3,14,5,,<99>,,,,1221,,config/portrait/speedranktouxiang/img_1221.png,config/portrait/jinglingtouxiang/img_1221.png,config/portrait/jinglingtouxiang2/img_1221.png,config/portrait/simple/img_1221.png,config/big_hero/normal/img_1221.png,,,suoer/suoer.json,,config/big_hero/normal/img_1221.png,,,<59013;59003;12216>,<12211;12212;12213>,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_leishen.png,240,,,,,,,
241231,,อิจิโกะ คุโรซากิ  ,Ichigo Kurosaki  ,Ichigo Kurosaki,Ichigo Kurosaki  ,Ichigo Kurosaki  ,Ichigo Kurosaki  ,Ichigo Kurosaki  ,elitesmonster,4,12,15,,<99>,,,,1231,,config/portrait/speedranktouxiang/img_1231.png,config/portrait/jinglingtouxiang/img_1231.png,config/portrait/jinglingtouxiang2/img_1231.png,config/portrait/simple/img_1231.png,config/big_hero/normal/img_1231.png,,,heiqiyihu/heiqiyihu.json,,config/big_hero/normal/img_1231.png,,,<59013;59003;12316>,<12311;12312;12313>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_heiqiyihu.skel,260,,,,,,,
241241,,ฮัตสึเนะ มิคุ  ,Hatsune Miku  ,Hatsune Miku,Hatsune Miku  ,Hatsune Miku  ,Hatsune Miku  ,Hatsune Miku  ,elitesmonster,4,11,1,,<99>,,,,1241,,config/portrait/speedranktouxiang/img_1241.png,config/portrait/jinglingtouxiang/img_1241.png,config/portrait/jinglingtouxiang2/img_1241.png,config/portrait/simple/img_1241.png,config/big_hero/normal/img_1241.png,,,chuyinweilai/chuyinweilai.json,,config/big_hero/normal/img_1241.png,,,<59013;59003;12416>,<12411;12412;12413>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_chuyinweilai.skel,270,,,,,,,
241253,,เฮอร์คิวลีส  ,Heracles  ,Heracles,Heracles  ,Heracles  ,Heracles  ,Heracles  ,elitesmonster,3,15,14,,<99>,,,,1253,,config/portrait/speedranktouxiang/img_1253.png,config/portrait/jinglingtouxiang/img_1253.png,config/portrait/jinglingtouxiang2/img_1253.png,config/portrait/simple/img_1253.png,config/big_hero/normal/img_1253.png,,,helakelesi/helakelesi.json,,config/big_hero/normal/img_1253.png,,,<59013;59003;12536>,<12531;12532;12533>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_hela.png,240,,,,,,,
241293,,โยรุอิจิ ชิโฮอิน  ,Yoruichi Shihouin  ,Yoruichi Shihouin,Yoruichi Shihouin  ,Yoruichi Shihouin  ,Yoruichi Shihouin  ,Yoruichi Shihouin  ,elitesmonster,3,16,7,,<99>,,,,1293,,config/portrait/speedranktouxiang/img_1293.png,config/portrait/jinglingtouxiang/img_1293.png,config/portrait/jinglingtouxiang2/img_1293.png,config/portrait/simple/img_1293.png,config/big_hero/normal/img_1293.png,,,sifengyuanyeyi/sifengyuanyeyi.json,,config/big_hero/normal/img_1293.png,,,<59013;59003;12936>,<12931;12932;12933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_yeyi.png,240,,,,,,,
241303,,โกอูกิ  ,Gouki  ,Gouki,Gouki  ,Gouki  ,Gouki  ,Gouki  ,elitesmonster,3,2,7,,<99>,,,,1303,,config/portrait/speedranktouxiang/img_1303.png,config/portrait/jinglingtouxiang/img_1303.png,config/portrait/jinglingtouxiang2/img_1303.png,config/portrait/simple/img_1303.png,config/big_hero/normal/img_1303.png,,,haogui/haogui.json,,config/big_hero/normal/img_1303.png,,,<59013;59003;13036>,<13031;13032;13033>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_haogui.png,240,,,,,,,
241313,,อาโทเรีย  ,Artoria  ,Artoria,Artoria  ,Artoria  ,Artoria  ,Artoria  ,elitesmonster,4,12,1,,<99>,,,,1313,,config/portrait/speedranktouxiang/img_1313.png,config/portrait/jinglingtouxiang/img_1313.png,config/portrait/jinglingtouxiang2/img_1313.png,config/portrait/simple/img_1313.png,config/big_hero/normal/img_1313.png,,,aertuoliya/aertuoliya.json,,config/big_hero/normal/img_1313.png,,,<59013;59003;13136>,<13131;13132;13133>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_saber.skel,250,,,,,,,
241393,,โฮมุระ อาเคมิ  ,Homura Akemi  ,Homura Akemi,Homura Akemi  ,Homura Akemi  ,Homura Akemi  ,Homura Akemi  ,elitesmonster,4,2,16,,<99>,,,,1393,,config/portrait/speedranktouxiang/img_1393.png,config/portrait/jinglingtouxiang/img_1393.png,config/portrait/jinglingtouxiang2/img_1393.png,config/portrait/simple/img_1393.png,config/big_hero/normal/img_1393.png,,,xiaomeiyan/xiaomeiyan.json,,config/big_hero/normal/img_1393.png,,,<59013;59003;13936>,<13931;13932;13933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_xiaomeiyan.skel,260,,,,,,,
241394,,เออร์ซ่า  ,Erza  ,Erza,Erza  ,Erza  ,Erza  ,Erza  ,elitesmonster,3,9,12,,<99>,,,,1381,,config/portrait/speedranktouxiang/img_1381.png,config/portrait/jinglingtouxiang/img_1381.png,config/portrait/jinglingtouxiang2/img_1381.png,config/portrait/simple/img_1381.png,config/big_hero/normal/img_1381.png,,,ailusha/ailusha.json,,config/big_hero/normal/img_1381.png,,,<59013;59003;13946>,<13941;13942;13943>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_ailusha.png,240,,,,,,,
241423,,ไซตามะ  ,Saitama  ,Saitama,Saitama  ,Saitama  ,Saitama  ,Saitama  ,elitesmonster,4,7,9,,<99>,,,,1423,,config/portrait/speedranktouxiang/img_1423.png,config/portrait/jinglingtouxiang/img_1423.png,config/portrait/jinglingtouxiang2/img_1423.png,config/portrait/simple/img_1423.png,config/big_hero/normal/img_1423.png,,,qiyu/qiyu.json,,config/big_hero/normal/img_1423.png,,,<59013;59003;14236>,<14231;14232;14233>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_qiyv.skel,260,,,,,,,
241503,,เมเปิ้ล  ,Maple  ,Maple,Maple  ,Maple  ,Maple  ,Maple  ,elitesmonster,4,8,9,,<99>,,,,1503,,config/portrait/speedranktouxiang/img_1503.png,config/portrait/jinglingtouxiang/img_1503.png,config/portrait/jinglingtouxiang2/img_1503.png,config/portrait/simple/img_1503.png,config/big_hero/normal/img_1503.png,,,meipulu/meipulu.json,,config/big_hero/normal/img_1503.png,,,<59013;59003;15036>,<15031;15032;15033>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_meipulu.skel,260,,,,,,,
241612,,แบล็ก ร็อค ชูตเตอร์  ,Black Rock Shooter  ,Black Rock Shooter,Black Rock Shooter  ,Black Rock Shooter  ,Black Rock Shooter  ,Black Rock Shooter  ,elitesmonster,3,13,2,,<99>,,,,1612,,config/portrait/speedranktouxiang/img_1612.png,config/portrait/jinglingtouxiang/img_1612.png,config/portrait/jinglingtouxiang2/img_1612.png,config/portrait/simple/img_1612.png,config/big_hero/normal/img_1612.png,,,heiyansheshou/heiyansheshou.json,,config/big_hero/normal/img_1612.png,,,<59013;59003;16126>,<16121;16122;16123>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_heiyansheshou.png,240,,,,,,,
241772,,ฌาน ดาร์ก  ,Jeanne  ,Jeanne,Jeanne  ,Jeanne  ,Jeanne  ,Jeanne  ,elitesmonster,3,,14,,<99>,,,,1772,,config/portrait/speedranktouxiang/img_1772.png,config/portrait/jinglingtouxiang/img_1772.png,config/portrait/jinglingtouxiang2/img_1772.png,config/portrait/simple/img_1772.png,config/big_hero/normal/img_1772.png,,,zhende/zhende.json,,config/big_hero/normal/img_1772.png,,,<59013;59003;17726>,<17721;17722;17723>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_zhende.png,240,,,,,,,
241813,,ไอนซ์ อูล โกวน  ,Ainz Ooal Gown  ,Ainz Ooal Gown,Ainz Ooal Gown  ,Ainz Ooal Gown  ,Ainz Ooal Gown  ,Ainz Ooal Gown  ,elitesmonster,3,14,16,,<99>,,,,1813,,config/portrait/speedranktouxiang/img_1813.png,config/portrait/jinglingtouxiang/img_1813.png,config/portrait/jinglingtouxiang2/img_1813.png,config/portrait/simple/img_1813.png,config/big_hero/normal/img_1813.png,,,guwang/guwang.json,,config/big_hero/normal/img_1813.png,,,<59013;59003;18136>,<18131;18132;18133>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_anzi.png,240,,,,,,,
241841,,ดวงจันทร์แห่งชีวิตและความตาย  ,Death Moon  ,Tử Sinh Nguyệt,Bulan Kematian  ,Bulan Hidup & Mati  ,Death Moon  ,Death Moon  ,elitesmonster,3,4,15,,<99>,,,,1841,,config/portrait/speedranktouxiang/img_1841.png,config/portrait/jinglingtouxiang/img_1841.png,config/portrait/jinglingtouxiang2/img_1841.png,config/portrait/simple/img_1841.png,config/big_hero/normal/img_1841.png,,,shashengwan/shashengwan.json,,config/big_hero/normal/img_1841.png,,,<59013;59003;18416>,<18411;18412;18413>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_shashengwan.png,240,,,,,,,
241893,,อิคารัส  ,Icarus  ,Icarus,Icarus  ,Icarus  ,Icarus  ,Icarus  ,elitesmonster,4,17,10,,<99>,,,,1893,,config/portrait/speedranktouxiang/img_1893.png,config/portrait/jinglingtouxiang/img_1893.png,config/portrait/jinglingtouxiang2/img_1893.png,config/portrait/simple/img_1893.png,config/big_hero/normal/img_1893.png,,,yikaluosi/yikaluosi.json,,config/big_hero/normal/img_1893.png,,,<59013;59003;18936>,<18931;18932;18933>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yikaluosi.skel,260,,,,,,,
241903,,กัปตันอเมริกา  ,Captain America  ,Đội Trưởng Mỹ,Kapten Amerika  ,Kapten Amerika  ,Captain America  ,Captain America  ,elitesmonster,3,14,7,,<99>,,,,1903,,config/portrait/speedranktouxiang/img_1903.png,config/portrait/jinglingtouxiang/img_1903.png,config/portrait/jinglingtouxiang2/img_1903.png,config/portrait/simple/img_1903.png,config/big_hero/normal/img_1903.png,,,meiguoduizhangjiangshi/meiguoduizhangjiangshi.json,,config/big_hero/normal/img_1903.png,,,<59013;59003;19036>,<19031;19032;19033>,,,{lifePos={y=320;x=-50};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_meidui.png,240,,,,,,,
241911,,เค็นจิโร่  ,Kenjiro  ,Kenjiro,Kenjiro  ,Kenjiro  ,Kenjiro  ,Kenjiro  ,elitesmonster,3,13,7,,<99>,,,,1911,,config/portrait/speedranktouxiang/img_1911.png,config/portrait/jinglingtouxiang/img_1911.png,config/portrait/jinglingtouxiang2/img_1911.png,config/portrait/simple/img_1911.png,config/big_hero/normal/img_1911.png,,,jiancilang/jiancilang.json,,config/big_hero/normal/img_1911.png,,,<59013;59003;19116>,<19111;19112;19113>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_jiancilang.png,240,,,,,,,
241931,,ซูเปอร์แมน  ,Superman  ,Siêu Nhân,Pahlawan Super  ,Adiwira Super  ,Superman  ,Superman  ,elitesmonster,3,14,11,,<99>,,,,1931,,config/portrait/speedranktouxiang/img_1931.png,config/portrait/jinglingtouxiang/img_1931.png,config/portrait/jinglingtouxiang2/img_1931.png,config/portrait/simple/img_1931.png,config/big_hero/normal/img_1931.png,,,chaorenjiangshi/chaorenjiangshi.json,,config/big_hero/normal/img_1931.png,,,<59013;59003;19316>,<19311;19312;19313>,,,{lifePos={y=320;x=-50};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_chaoren.png,210,,,,,,,
241941,,สัตว์สาวสวรรค์  ,Celestial Beast  ,Thiên Nữ Thú,Binatang Nữ Thiên Giới  ,Binatang Perempuan Syurga  ,Celestial Beast  ,Celestial Beast  ,elitesmonster,4,10,1,,<99>,,,,1941,,config/portrait/speedranktouxiang/img_1941.png,config/portrait/jinglingtouxiang/img_1941.png,config/portrait/jinglingtouxiang2/img_1941.png,config/portrait/simple/img_1941.png,config/big_hero/normal/img_1941.png,,,tiannvshou/tiannvshou.json,,config/big_hero/normal/img_1941.png,,,<59013;59003;19416>,<19411;19412;19413>,1951,19414,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_tiannvshou.skel,260,,,,,,,
241951,,สัตว์ผู้ส่งสารแห่งสวรรค์  ,Celestial Angel Beast  ,Thiên Sứ Thú,Binatang Malaikat  ,Binatang Malaikat  ,Celestial Angel Beast  ,Celestial Angel  ,elitesmonster,4,10,1,,<99>,,,,1951,,config/portrait/speedranktouxiang/img_1951.png,config/portrait/jinglingtouxiang/img_1951.png,config/portrait/jinglingtouxiang2/img_1951.png,config/portrait/simple/img_1951.png,config/big_hero/normal/img_1951.png,,,tianshishou/tianshishou.json,,config/big_hero/normal/img_1951.png,,,<59013;59003;19516>,<19511;19512;19513>,1941,19514,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_tianshishou.skel,260,,,,,,,
242013,,ลิงค์  ,Link  ,Link,Link  ,Link  ,Link  ,Link  ,elitesmonster,2,14,11,,<99>,,,,2013,,config/portrait/speedranktouxiang/img_2013.png,config/portrait/jinglingtouxiang/img_2013.png,config/portrait/jinglingtouxiang2/img_2013.png,config/portrait/simple/img_2013.png,config/big_hero/normal/img_2013.png,,,linkejiangshi/linkejiangshi.json,,config/big_hero/normal/img_2013.png,,,<59013;59003;20136>,<20131;20132;20133>,,,{lifePos={y=320;x=-50};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_linke.png,240,,,,,,,
242023,,เครโทส  ,Kratos  ,Kratos,Kratos  ,Kratos  ,Kratos  ,Kratos  ,elitesmonster,3,15,2,,<99>,,,,2023,,config/portrait/speedranktouxiang/img_2023.png,config/portrait/jinglingtouxiang/img_2023.png,config/portrait/jinglingtouxiang2/img_2023.png,config/portrait/simple/img_2023.png,config/big_hero/normal/img_2023.png,,,kuituosi/kuituosi.json,putong,config/big_hero/normal/img_2023.png,,,<59013;59003;20236>,<20231;20232;20233>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_kuituosi.png,240,,,,,,,
242033,,คาเนกิ เคน  ,Kaneki Ken  ,Kaneki Ken,Kaneki Ken  ,Kaneki Ken  ,Kaneki Ken  ,Kaneki Ken  ,elitesmonster,3,16,9,,<99>,,,,2033,,config/portrait/speedranktouxiang/img_2033.png,config/portrait/jinglingtouxiang/img_2033.png,config/portrait/jinglingtouxiang2/img_2033.png,config/portrait/simple/img_2033.png,config/big_hero/normal/img_2033.png,,,jinmuyan/jinmuyan.json,,config/big_hero/normal/img_2033.png,,,<59013;59003;20336>,<20331;20332;20333>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_jinmuyan.png,240,,,,,,,
242073,,อินุยาฉะ  ,InuYasha  ,InuYasha,InuYasha  ,InuYasha  ,InuYasha  ,InuYasha  ,elitesmonster,2,14,15,,<99>,,,,2073,,config/portrait/speedranktouxiang/img_2073.png,config/portrait/jinglingtouxiang/img_2073.png,config/portrait/jinglingtouxiang2/img_2073.png,config/portrait/simple/img_2073.png,config/big_hero/normal/img_2073.png,,,quanyecha/quanyecha.json,,config/big_hero/normal/img_2073.png,,,<59013;59003;20736>,<20731;20732;20733>,,,{lifePos={y=320;x=-50};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_quanyecha.png,240,,,,,,,
242233,,เบจิต้า  ,Vegeta  ,Vegeta,Vegeta  ,Vegeta  ,Vegeta  ,Vegeta  ,elitesmonster,4,11,7,,<99>,,,,2233,,config/portrait/speedranktouxiang/img_2233.png,config/portrait/jinglingtouxiang/img_2233.png,config/portrait/jinglingtouxiang2/img_2233.png,config/portrait/simple/img_2233.png,config/big_hero/normal/img_2233.png,,,beijita/beijita.json,,config/big_hero/normal/img_2233.png,,,<59013;59003;22336>,<22331;22332;22333>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_beijita.skel,240,,,,,,,
242242,,ฮินาตะ ฮิวงะ  ,Hinata Hyuga  ,Hinata Hyuga,Hinata Hyuga  ,Hinata Hyuga  ,Hinata Hyuga  ,Hinata Hyuga  ,elitesmonster,3,18,7,,<99>,,,,2242,,config/portrait/speedranktouxiang/img_2242.png,config/portrait/jinglingtouxiang/img_2242.png,config/portrait/jinglingtouxiang2/img_2242.png,config/portrait/simple/img_2242.png,config/big_hero/normal/img_2242.png,,,rixiangchutian/rixiangchutian.json,,config/big_hero/normal/img_2242.png,,,<59013;59003;22426>,<22421;22422;22423>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_rixiang.png,240,,,,,,,
242401,,ทสึกิโนะ อุซางิ (กระต่ายแห่งดวงจันทร์)  ,Tsukino Usagi (Wild Moon Rabbit)  ,Tsukino Usagi (Tháng Dã Thỏ),Tsukino Usagi (Kelinci Bulan)  ,Tsukino Usagi (Arnab Bulan)  ,Tsukino Usagi (Wild Moon Rabbit)  ,Tsukino Usagi (Wild Moon)  ,elitesmonster,4,3,11,,<99>,,,,2401,,config/portrait/speedranktouxiang/img_2401.png,config/portrait/jinglingtouxiang/img_2401.png,config/portrait/jinglingtouxiang2/img_2401.png,config/portrait/simple/img_2401.png,config/big_hero/normal/img_2401.png,,,yueyetu/yueyetu.json,xinyue,config/big_hero/normal/img_2401.png,,,<59013;59003;24016>,<24011;24012;24013>,,,,,,,,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yueyetu.skel,260,,,,,,,
