VariableName,_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_vn,weatherDesc_en,weatherDesc_th,weatherDesc_in,weatherDesc_ph,weatherDesc_ma,palce,palce_vn,palce_en,palce_th,palce_in,palce_ph,palce_ma,placeDesc,placeDesc_vn,placeDesc_en,placeDesc_th,placeDesc_in,placeDesc_ph,placeDesc_ma,specialEff,specialEffDesc,specialEffDesc_vn,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_th,specialEffDesc_in,specialEffDesc_ph,specialEffDesc_ma
80422,,,5,43,2,,,,,,,,"#L10#Permanent Thunderstorm Weather#L0# /n Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)","#L10#Thời tiết Mưa Dông vĩnh viễn#L0# /n Mưa Dông (Tăng sát thương cho kỹ năng hệ điện, vào cuối mỗi vòng lớn sẽ có sét đánh xuống một mục tiêu ngẫu nhiên trên sân, gây sát thương lớn (Linh thú hệ điện có khả năng hấp thụ sát thương này), linh thú không thuộc hệ điện có thể bị Tê Liệt)","#L10#Permanent Thunderstorm Weather#L0# /n Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)",#L10#สภาพอากาศพายุฝนฟ้าคะนองถาวร#L0# /n พายุฝนฟ้าคะนอง (เพิ่มความเสียหายสำหรับสกิลธาตุไฟฟ้า ในตอนท้ายของแต่ละรอบใหญ่ จะมีฟ้าผ่าลงเป้าหมายสุ่มบนสนาม สร้างความเสียหายรุนแรง (สัตว์เลี้ยงธาตุไฟฟ้าสามารถดูดซับความเสียหายนี้ได้) สัตว์เลี้ยงที่ไม่ใช่ธาตุไฟฟ้าอาจถูกช็อก),"#L10#Cuaca Badai Petir Permanen#L0# /n Badai Petir (Meningkatkan kerusakan untuk skill elemen Listrik, di akhir setiap putaran besar petir akan menyambar target acak di medan, memberikan kerusakan besar (Hewan peliharaan elemen Listrik dapat menyerap kerusakan ini), hewan peliharaan yang bukan elemen Listrik dapat lumpuh)","#L10#Pangmatagalang Panahon ng Bagyong Kulog#L0# /n Bagyong Kulog (Pinapataas ang pinsala para sa mga kasanayan ng Electric element, sa pagtatapos ng bawat malaking round, may kidlat na tumatama sa isang random na target sa field, nagdudulot ng malakas na pinsala (Kayang sumipsip ng mga Electric element na alaga ang pinsalang ito), ang mga alagang hindi Electric element ay maaaring ma-Paralyze)","#L10#Cuaca Badai Petir Kekal#L0# /n Badai Petir (Meningkatkan kerosakan untuk kemahiran elemen Elektrik, pada akhir setiap pusingan besar kilat akan menyambar sasaran rawak di medan, menyebabkan kerosakan besar (Haiwan peliharaan elemen Elektrik boleh menyerap kerosakan ini), haiwan peliharaan bukan elemen Elektrik boleh lumpuh)",,,,,,,,,,,,,,,,What do you think your face is supposed to be?,Ngươi cho rằng mặt ngươi đối chính là cái gì?,,What do you think your face is supposed to be?,คุณคิดว่าสิ่งที่หน้าคุณเป็นคืออะไร?,Menurutmu wajahmu itu apa sebenarnya?,Ano sa tingin mo ang mukha mo talaga?,Apa yang kamu sangka muka kamu ni?
80423,,,5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80424,,,5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80425,,,5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80426,,,5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80431,,,5,44,1,3,,,2,42,,,,,,,,,,,,,,,,,,,,,,,,<<<11>;1;0;8%>;<<11>;22;0;1000>>,,,,,,,,
80432,,,5,44,1,,,,,42,,,"Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)","Mưa Dông (Tăng sát thương cho kỹ năng hệ điện, vào cuối mỗi vòng lớn sẽ có sét đánh xuống một mục tiêu ngẫu nhiên trên sân, gây sát thương lớn (Linh thú hệ điện có khả năng hấp thụ sát thương này), linh thú không thuộc hệ điện có thể bị Tê Liệt)","Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)",พายุฝนฟ้าคะนอง (เพิ่มความเสียหายสำหรับสกิลธาตุไฟฟ้า ในตอนท้ายของแต่ละรอบใหญ่ จะมีฟ้าผ่าลงเป้าหมายสุ่มบนสนาม สร้างความเสียหายรุนแรง (สัตว์เลี้ยงธาตุไฟฟ้าสามารถดูดซับความเสียหายนี้ได้) สัตว์เลี้ยงที่ไม่ใช่ธาตุไฟฟ้าอาจถูกช็อก),"Badai Petir (Meningkatkan kerusakan untuk skill elemen Listrik, di akhir setiap putaran besar petir akan menyambar target acak di medan, memberikan kerusakan besar (Hewan peliharaan elemen Listrik dapat menyerap kerusakan ini), hewan peliharaan yang bukan elemen Listrik dapat lumpuh)","Bagyong Kulog (Pinapataas ang pinsala para sa mga kasanayan ng Electric element, sa pagtatapos ng bawat malaking round, may kidlat na tumatama sa isang random na target sa field, nagdudulot ng malakas na pinsala (Kayang sumipsip ng mga Electric element na alaga ang pinsalang ito), ang mga alagang hindi Electric element ay maaaring ma-Paralyze)","Badai Petir (Meningkatkan kerosakan untuk kemahiran elemen Elektrik, pada akhir setiap pusingan besar kilat akan menyambar sasaran rawak di medan, menyebabkan kerosakan besar (Haiwan peliharaan elemen Elektrik boleh menyerap kerosakan ini), haiwan peliharaan bukan elemen Elektrik boleh lumpuh)",,,,,,,,,,,,,,,<<<5>;1;0;8%>;<<5>;5;0;1000>>,,,,,,,,
80433,,,5,44,,,,,,42,,,"Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)","Mưa Dông (Tăng sát thương cho kỹ năng hệ điện, vào cuối mỗi vòng lớn sẽ có sét đánh xuống một mục tiêu ngẫu nhiên trên sân, gây sát thương lớn (Linh thú hệ điện có khả năng hấp thụ sát thương này), linh thú không thuộc hệ điện có thể bị Tê Liệt)","Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)",พายุฝนฟ้าคะนอง (เพิ่มความเสียหายสำหรับสกิลธาตุไฟฟ้า ในตอนท้ายของแต่ละรอบใหญ่ จะมีฟ้าผ่าลงเป้าหมายสุ่มบนสนาม สร้างความเสียหายรุนแรง (สัตว์เลี้ยงธาตุไฟฟ้าสามารถดูดซับความเสียหายนี้ได้) สัตว์เลี้ยงที่ไม่ใช่ธาตุไฟฟ้าอาจถูกช็อก),"Badai Petir (Meningkatkan kerusakan untuk skill elemen Listrik, di akhir setiap putaran besar petir akan menyambar target acak di medan, memberikan kerusakan besar (Hewan peliharaan elemen Listrik dapat menyerap kerusakan ini), hewan peliharaan yang bukan elemen Listrik dapat lumpuh)","Bagyong Kulog (Pinapataas ang pinsala para sa mga kasanayan ng Electric element, sa pagtatapos ng bawat malaking round, may kidlat na tumatama sa isang random na target sa field, nagdudulot ng malakas na pinsala (Kayang sumipsip ng mga Electric element na alaga ang pinsalang ito), ang mga alagang hindi Electric element ay maaaring ma-Paralyze)","Badai Petir (Meningkatkan kerosakan untuk kemahiran elemen Elektrik, pada akhir setiap pusingan besar kilat akan menyambar sasaran rawak di medan, menyebabkan kerosakan besar (Haiwan peliharaan elemen Elektrik boleh menyerap kerosakan ini), haiwan peliharaan bukan elemen Elektrik boleh lumpuh)",,,,,,,,,,,,,,,<<<5>;1;0;8%>;<<5>;5;0;10000>>,,,,,,,,
80434,,,5,44,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80435,,,5,44,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80436,,,5,44,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80441,,,5,45,1,,,,,43,42,,,,,,,,,,,,,,,,,,,,,,,<<<11>;1;0;10%>;<<11>;26;0;1000>>,,,,,,,,
80442,,,5,45,1,,,,,43,42,,"Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)","Mưa Dông (Tăng sát thương cho kỹ năng hệ điện, vào cuối mỗi vòng lớn sẽ có sét đánh xuống một mục tiêu ngẫu nhiên trên sân, gây sát thương lớn (Linh thú hệ điện có khả năng hấp thụ sát thương này), linh thú không thuộc hệ điện có thể bị Tê Liệt)","Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)",พายุฝนฟ้าคะนอง (เพิ่มความเสียหายสำหรับสกิลธาตุไฟฟ้า ในตอนท้ายของแต่ละรอบใหญ่ จะมีฟ้าผ่าลงเป้าหมายสุ่มบนสนาม สร้างความเสียหายรุนแรง (สัตว์เลี้ยงธาตุไฟฟ้าสามารถดูดซับความเสียหายนี้ได้) สัตว์เลี้ยงที่ไม่ใช่ธาตุไฟฟ้าอาจถูกช็อก),"Badai Petir (Meningkatkan kerusakan untuk skill elemen Listrik, di akhir setiap putaran besar petir akan menyambar target acak di medan, memberikan kerusakan besar (Hewan peliharaan elemen Listrik dapat menyerap kerusakan ini), hewan peliharaan yang bukan elemen Listrik dapat lumpuh)","Bagyong Kulog (Pinapataas ang pinsala para sa mga kasanayan ng Electric element, sa pagtatapos ng bawat malaking round, may kidlat na tumatama sa isang random na target sa field, nagdudulot ng malakas na pinsala (Kayang sumipsip ng mga Electric element na alaga ang pinsalang ito), ang mga alagang hindi Electric element ay maaaring ma-Paralyze)","Badai Petir (Meningkatkan kerosakan untuk kemahiran elemen Elektrik, pada akhir setiap pusingan besar kilat akan menyambar sasaran rawak di medan, menyebabkan kerosakan besar (Haiwan peliharaan elemen Elektrik boleh menyerap kerosakan ini), haiwan peliharaan bukan elemen Elektrik boleh lumpuh)",,,,,,,,,,,,,,,<<<5>;1;0;10%>;<<5>;5;0;1000>>,,,,,,,,
80443,,,5,45,,,,,,43,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80444,,,5,45,,,,,,43,42,,"#L10#Permanent Thunderstorm Weather#L0#/n Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)","#L10#Thời tiết Mưa Dông vĩnh viễn#L0#/n Mưa Dông (Tăng sát thương cho kỹ năng hệ điện, vào cuối mỗi vòng lớn sẽ có sét đánh xuống một mục tiêu ngẫu nhiên trên sân, gây sát thương lớn (Linh thú hệ điện có khả năng hấp thụ sát thương này), linh thú không thuộc hệ điện có thể bị Tê Liệt)","#L10#Permanent Thunderstorm Weather#L0#/n Thunderstorm (Increases damage for Electric element skills, at the end of each major round lightning strikes a random target on the field, dealing heavy damage (Electric element pets can absorb this damage), pets not of Electric element can be Paralyzed)",#L10#สภาพอากาศพายุฝนฟ้าคะนองถาวร#L0#/n พายุฝนฟ้าคะนอง (เพิ่มความเสียหายสำหรับสกิลธาตุไฟฟ้า ในตอนท้ายของแต่ละรอบใหญ่ จะมีฟ้าผ่าลงเป้าหมายสุ่มบนสนาม สร้างความเสียหายรุนแรง (สัตว์เลี้ยงธาตุไฟฟ้าสามารถดูดซับความเสียหายนี้ได้) สัตว์เลี้ยงที่ไม่ใช่ธาตุไฟฟ้าอาจถูกช็อก),"#L10#Cuaca Badai Petir Permanen#L0#/n Badai Petir (Meningkatkan kerusakan untuk skill elemen Listrik, di akhir setiap putaran besar petir akan menyambar target acak di medan, memberikan kerusakan besar (Hewan peliharaan elemen Listrik dapat menyerap kerusakan ini), hewan peliharaan yang bukan elemen Listrik dapat lumpuh)","#L10#Pangmatagalang Panahon ng Bagyong Kulog#L0#/n Bagyong Kulog (Pinapataas ang pinsala para sa mga kasanayan ng Electric element, sa pagtatapos ng bawat malaking round, may kidlat na tumatama sa isang random na target sa field, nagdudulot ng malakas na pinsala (Kayang sumipsip ng mga Electric element na alaga ang pinsalang ito), ang mga alagang hindi Electric element ay maaaring ma-Paralyze)","#L10#Cuaca Badai Petir Kekal#L0#/n Badai Petir (Meningkatkan kerosakan untuk kemahiran elemen Elektrik, pada akhir setiap pusingan besar kilat akan menyambar sasaran rawak di medan, menyebabkan kerosakan besar (Haiwan peliharaan elemen Elektrik boleh menyerap kerosakan ini), haiwan peliharaan bukan elemen Elektrik boleh lumpuh)",,,,,,,,,,,,,,,,"The hat is not about selling out, it is our binding /n#F20#/n#F40##C0xFFDEAD# Subtitle reveals: Actually, the hat is our source of strength","Mũ không phải là vì bán manh, là chúng ta ràng buộc /n#F20#/n#F40##C0xFFDEAD# Tiểu đề bày ra: Kỳ thật mũ chính là ta lực lượng nguồn suối",,"The hat is not about selling out, it is our binding /n#F20#/n#F40##C0xFFDEAD# Subtitle reveals: Actually, the hat is our source of strength",หมวกไม่ใช่เพื่อขายตัว แต่เป็นการผูกพันของเรา /n#F20#/n#F40##C0xFFDEAD# หัวข้อรองแสดงให้เห็น: แท้จริงแล้วหมวกคือแหล่งพลังของเรา,"Topi bukan untuk menjual diri, itu adalah ikatan kita /n#F20#/n#F40##C0xFFDEAD# Subtitle menjelaskan: Sebenarnya, topi adalah sumber kekuatan kita","Ang sumbrero ay hindi para sa pagbebenta ng sarili, ito ay ang ating pagkakabuklod /n#F20#/n#F40##C0xFFDEAD# Ang subtitle ay nagpapakita: Sa katunayan, ang sumbrero ang ating pinagkukunan ng lakas","Topi bukan untuk menjual diri, ia adalah ikatan kita /n#F20#/n#F40##C0xFFDEAD# Tajuk kecil menunjukkan: Sebenarnya, topi adalah sumber kekuatan kita"
