VariableName,huodongID,_beizhu,name_cn,name,name_en,name_vn,name_th,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages,group,costMap,unlock
260294,510025,,好感度礼包,Ninja Gift Pack「12」,Ninja Gift Pack「12」,Gói Quà Ninja「12」,Ninja Gift Pack「12」,1,,{gold=5000000;rmb=10000;card={id=3141};521=50;452=1000;2103=50},109,,,,,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
100001,510026,,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{519=10;rmb=500;gold=200000},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
100002,510026,,,Pack Sale「1」,Pack Sale「1」,Pack Sale「1」,Pack Sale「1」,1,,{503=20;rmb=1000;gold=500000;stamina=100},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
100003,510026,,,Pack Sale「2」,Pack Sale「2」,Pack Sale「2」,Pack Sale「2」,1,,{card={id=3211};527=50;rmb=3500;gold=1000000;stamina=200;11=100},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
100004,510026,,,Pack Sale「3」,Pack Sale「3」,Pack Sale「3」,Pack Sale「3」,1,,{card={id=3211};2103=30;521=30;rmb=5000;gold=2000000;stamina=200},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
100005,510026,,,Pack Sale「4」,Pack Sale「4」,Pack Sale「4」,Pack Sale「4」,1,,{card={id=3211};gold=3000000;rmb=10000;stamina=200;994=1;902=50},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
100006,510026,,,Pack Sale「5」,Pack Sale「5」,Pack Sale「5」,Pack Sale「5」,1,,{card={id=3211};gold=5000000;rmb=15000;stamina=300;7325=1;501=50},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
100007,510026,,,Pack Sale「6」,Pack Sale「6」,Pack Sale「6」,Pack Sale「6」,2,,{card={id=3211};gold=10000000;rmb=20000;stamina=500;521=120;452=1000},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
100008,510026,,,Pack Sale「7」,Pack Sale「7」,Pack Sale「7」,Pack Sale「7」,4,,{card={id=3211};gold=10000000;rmb=20000;stamina=500;6105=1;851=1000},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
101001,510027,,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{519=10;rmb=500;gold=200000},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
101002,510027,,,Pack Sale「1」,Pack Sale「1」,Pack Sale「1」,Pack Sale「1」,1,,{503=20;rmb=1000;gold=500000;stamina=100},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
101003,510027,,,Pack Sale「2」,Pack Sale「2」,Pack Sale「2」,Pack Sale「2」,1,,{card={id=1423};527=100;rmb=3500;gold=1000000;stamina=200;11=100},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
101004,510027,,,Pack Sale「3」,Pack Sale「3」,Pack Sale「3」,Pack Sale「3」,1,,{card={id=1423};2103=30;521=20;rmb=5000;gold=2000000;stamina=200},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
101005,510027,,,Pack Sale「4」,Pack Sale「4」,Pack Sale「4」,Pack Sale「4」,1,,{card={id=1423};gold=3000000;rmb=10000;stamina=200;994=1;902=50},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
101006,510027,,,Pack Sale「5」,Pack Sale「5」,Pack Sale「5」,Pack Sale「5」,1,,{card={id=1423};gold=5000000;rmb=15000;stamina=300;7325=1;501=50},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
101007,510027,,,Pack Sale「6」,Pack Sale「6」,Pack Sale「6」,Pack Sale「6」,2,,{card={id=1423};gold=10000000;rmb=20000;stamina=500;521=120;452=1000},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
101008,510027,,,Pack Sale「7」,Pack Sale「7」,Pack Sale「7」,Pack Sale「7」,4,,{card={id=1423};gold=10000000;rmb=20000;stamina=500;6105=1;851=1000},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
102001,510028,,,Free Pack,Free Pack,Free Pack,Free Pack,1,,{519=10;rmb=500;gold=200000},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
102002,510028,,,Pack Sale「1」,Pack Sale「1」,Pack Sale「1」,Pack Sale「1」,1,,{503=20;rmb=1000;gold=500000;stamina=100},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
102003,510028,,,Pack Sale「2」,Pack Sale「2」,Pack Sale「2」,Pack Sale「2」,1,,{card={id=3353};527=100;rmb=3500;gold=1000000;stamina=200;11=100},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
102004,510028,,,Pack Sale「3」,Pack Sale「3」,Pack Sale「3」,Pack Sale「3」,1,,{card={id=3353};2103=30;521=20;rmb=5000;gold=2000000;stamina=200},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
102005,510028,,,Pack Sale「4」,Pack Sale「4」,Pack Sale「4」,Pack Sale「4」,1,,{card={id=3353};gold=3000000;rmb=10000;stamina=200;994=1;902=50},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
102006,510028,,,Pack Sale「5」,Pack Sale「5」,Pack Sale「5」,Pack Sale「5」,1,,{card={id=3353};gold=5000000;rmb=15000;stamina=300;7325=1;501=50},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
102007,510028,,,Pack Sale「6」,Pack Sale「6」,Pack Sale「6」,Pack Sale「6」,2,,{card={id=3353};gold=10000000;rmb=20000;stamina=500;521=120;452=1000},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
102008,510028,,,Pack Sale「7」,Pack Sale「7」,Pack Sale「7」,Pack Sale「7」,4,,{card={id=3353};gold=10000000;rmb=20000;stamina=500;6105=1;851=1000},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
103001,510029,,,Free Package,Free Package,Gói Miễn Phí,Free Package,1,,{519=10;rmb=500;gold=200000},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
103002,510029,,,Training Package「1」,Training Package「1」,Gói Bồi Dưỡng「1」,Training Package「1」,1,,{19=20;rmb=1000;gold=500000;stamina=100;902=10;15=30},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
103003,510029,,,Nurture Package「2」,Nurture Package「2」,Gói Bồi Dưỡng「2」,Nurture Package「2」,1,,{rmb=3500;gold=1000000;stamina=200;451=200;452=200;942=1},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
103004,510029,,,Nurture Package「3」,Nurture Package「3」,Gói Bồi Dưỡng「3」,Nurture Package「3」,1,,{gold=3000000;rmb=10000;stamina=300;850=200;851=200;984=1},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
103005,510029,,,Nurture Package「4」,Nurture Package「4」,Gói Bồi Dưỡng「4」,Nurture Package「4」,1,,{gold=3000000;rmb=10000;stamina=200;850=500;851=500;452=500;451=500},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
103006,510029,,,Nurture Package「5」,Nurture Package「5」,Gói Bồi Dưỡng「5」,Nurture Package「5」,1,,{gold=5000000;rmb=15000;stamina=300;850=800;851=800;452=800;451=800},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
103007,510029,,,Nurture Package「6」,Nurture Package「6」,Gói Bồi Dưỡng「6」,Nurture Package「6」,2,,{gold=10000000;rmb=20000;850=1200;851=1200;452=1200;451=1200;6105=1},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
103008,510029,,,Nurture Package「7」,Nurture Package「7」,Gói Bồi Dưỡng「7」,Nurture Package「7」,4,,{gold=10000000;rmb=20000;850=1200;851=1200;452=1200;451=1200;6105=1},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
104001,510030,,,Free Package,Free Package,Gói Miễn Phí,Free Package,1,,{519=10;rmb=500;gold=200000},,0,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
104002,510030,,,SSK Equipment Package「1」,SSK Equipment Package「1」,Gói Trang Bị SSK「1」,SSK Equipment Package「1」,1,,{503=20;rmb=1000;gold=500000;stamina=100;902=30},102,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
104003,510030,,,SSK Equipment Package「2」,SSK Equipment Package「2」,Gói Trang Bị SSK「2」,SSK Equipment Package「2」,1,,{520=30;rmb=3500;gold=1000000;stamina=200;11=100;6059=1},106,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
104004,510030,,,SSK Equipment Package「3」,SSK Equipment Package「3」,Gói Trang Bị SSK「3」,SSK Equipment Package「3」,1,,{2103=30;521=30;rmb=5000;gold=2000000;stamina=200;6059=2},107,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
104005,510030,,,SSK Equipment Package「4」,SSK Equipment Package「4」,Gói Trang Bị SSK「4」,SSK Equipment Package「4」,1,,{30426=1;gold=3000000;rmb=10000;6059=3;994=1;902=50},109,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
104006,510030,,,SSK Equipment Package「5」,SSK Equipment Package「5」,Gói Trang Bị SSK「5」,SSK Equipment Package「5」,1,,{30426=1;gold=5000000;rmb=15000;6059=4;7325=1;501=50},111,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
104007,510030,,,SSK Equipment Package「6」,SSK Equipment Package「6」,Gói Trang Bị SSK「6」,SSK Equipment Package「6」,2,,{30426=2;gold=10000000;rmb=20000;6059=5;521=120;452=1000},112,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
104008,510030,,,SSK Equipment Package「7」,SSK Equipment Package「7」,Gói Trang Bị SSK「7」,SSK Equipment Package「7」,4,,{30426=2;gold=10000000;rmb=20000;6059=5;502=360;851=1000},112,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
105001,510031,,,Free Package,Free Package,Gói Miễn Phí,Free Package,1,,{519=10;rmb=500;gold=200000},,0,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
105002,510031,,,Pain Equipment Package「1」,Pain Equipment Package「1」,Gói Trang Bị Pain「1」,Pain Equipment Package「1」,1,,{503=20;rmb=1000;gold=500000;stamina=100;902=30},102,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
105003,510031,,,Pain Equipment Package「2」,Pain Equipment Package「2」,Gói Trang Bị Pain「2」,Pain Equipment Package「2」,1,,{520=30;rmb=3500;gold=1000000;stamina=200;11=100;6059=1},106,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
105004,510031,,,Pain Equipment Package「3」,Pain Equipment Package「3」,Gói Trang Bị Pain「3」,Pain Equipment Package「3」,1,,{2103=30;521=30;rmb=5000;gold=2000000;stamina=200;6059=2},107,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
105005,510031,,,Pain Equipment Package「4」,Pain Equipment Package「4」,Gói Trang Bị Pain「4」,Pain Equipment Package「4」,1,,{30428=1;gold=3000000;rmb=10000;6059=3;994=1;902=50},109,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
105006,510031,,,Pain Equipment Package「5」,Pain Equipment Package「5」,Gói Trang Bị Pain「5」,Pain Equipment Package「5」,1,,{30428=1;gold=5000000;rmb=15000;6059=4;7325=1;501=50},111,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
105007,510031,,,Pain Equipment Package「6」,Pain Equipment Package「6」,Gói Trang Bị Pain「6」,Pain Equipment Package「6」,2,,{30428=2;gold=10000000;rmb=20000;6059=5;521=120;452=1000},112,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
105008,510031,,,Pain Equipment Package「7」,Pain Equipment Package「7」,Gói Trang Bị Pain「7」,Pain Equipment Package「7」,4,,{30428=2;gold=10000000;rmb=20000;6059=5;502=360;851=1000},112,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
106001,510032,,,Free Package,Free Package,Gói Miễn Phí,Free Package,1,,{519=10;rmb=500;gold=200000},,0,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
106002,510032,,,Nagato Equipment Package「1」,Nagato Equipment Package「1」,Gói Trang Bị Nagato「1」,Nagato Equipment Package「1」,1,,{503=20;rmb=1000;gold=500000;stamina=100;902=30},102,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
106003,510032,,,Nagato Equipment Package「2」,Nagato Equipment Package「2」,Gói Trang Bị Nagato「2」,Nagato Equipment Package「2」,1,,{520=30;rmb=3500;gold=1000000;stamina=200;11=100;6059=1},106,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
106004,510032,,,Nagato Equipment Package「3」,Nagato Equipment Package「3」,Gói Trang Bị Nagato「3」,Nagato Equipment Package「3」,1,,{2103=30;521=30;rmb=5000;gold=2000000;stamina=200;6059=2},107,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
106005,510032,,,Nagato Equipment Package「4」,Nagato Equipment Package「4」,Gói Trang Bị Nagato「4」,Nagato Equipment Package「4」,1,,{30429=1;gold=3000000;rmb=10000;6059=3;994=1;902=50},109,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
106006,510032,,,Nagato Equipment Package「5」,Nagato Equipment Package「5」,Gói Trang Bị Nagato「5」,Nagato Equipment Package「5」,1,,{30429=1;gold=5000000;rmb=15000;6059=4;7325=1;501=50},111,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
106007,510032,,,Nagato Equipment Package「6」,Nagato Equipment Package「6」,Gói Trang Bị Nagato「6」,Nagato Equipment Package「6」,2,,{30429=2;gold=10000000;rmb=20000;6059=5;521=120;452=1000},112,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
106008,510032,,,Nagato Equipment Package「7」,Nagato Equipment Package「7」,Gói Trang Bị Nagato「7」,Nagato Equipment Package「7」,4,,{30429=2;gold=10000000;rmb=20000;6059=5;502=360;851=1000},112,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
107001,510033,,,Free Package,Free Package,Gói Miễn Phí,Free Package,1,,{503=10;rmb=500;gold=200000;902=10},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
107002,510033,,,Mark & ​​Scroll Package「1」,Mark & ​​Scroll Package「1」,Gói Ấn Ký & Bí Kíp「1」,Mark & ​​Scroll Package「1」,2,,{rmb=1000;gold=500000;stamina=100;972=1;7303=1},102,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
107003,510033,,,Mark & ​​Scroll Package「2」,Mark & ​​Scroll Package「2」,Gói Ấn Ký & Bí Kíp「2」,Mark & ​​Scroll Package「2」,2,,{rmb=2500;gold=500000;stamina=100;992=1;7323=1;501=10},103,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
107004,510033,,,Mark & ​​Scroll Package「3」,Mark & ​​Scroll Package「3」,Gói Ấn Ký & Bí Kíp「3」,Mark & ​​Scroll Package「3」,2,,{rmb=3500;gold=1000000;stamina=200;973=1;7304=1;2103=30},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
107005,510033,,,Mark & ​​Scroll Package「4」,Mark & ​​Scroll Package「4」,Gói Ấn Ký & Bí Kíp「4」,Mark & ​​Scroll Package「4」,2,,{rmb=5000;gold=2000000;stamina=200;993=1;7324=1;2152=1},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
107006,510033,,,Mark & ​​Scroll Package「5」,Mark & ​​Scroll Package「5」,Gói Ấn Ký & Bí Kíp「5」,Mark & ​​Scroll Package「5」,3,,{gold=3000000;rmb=10000;974=1;7305=1;124=30;529=500},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
107007,510033,,,Mark & ​​Scroll Package「6」,Mark & ​​Scroll Package「6」,Gói Ấn Ký & Bí Kíp「6」,Mark & ​​Scroll Package「6」,3,,{gold=5000000;rmb=15000;994=1;7325=1;124=50;529=1000},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
107008,510033,,,Mark & ​​Scroll Package「7」,Mark & ​​Scroll Package「7」,Gói Ấn Ký & Bí Kíp「7」,Mark & ​​Scroll Package「7」,3,,{gold=10000000;rmb=20000;994=2;7325=2;124=80;529=2000},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
107009,510033,,,Mark & ​​Scroll Package「8」,Mark & ​​Scroll Package「8」,Gói Ấn Ký & Bí Kíp「8」,Mark & ​​Scroll Package「8」,4,,{gold=20000000;rmb=50000;994=3;7325=3;124=200;529=5000},113,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
108001,510034,,,Free Package,Free Package,Gói Miễn Phí,Free Package,1,,{gold=200000;rmb=500;6323=5},,0,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108002,510034,,,Rose Package「1」,Rose Package「1」,Gói Hoa Hồng「1」,Rose Package「1」,2,,{rmb=1000;stamina=100;902=30;6323=10},102,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108003,510034,,,Rose Package「2」,Rose Package「2」,Gói Hoa Hồng「2」,Rose Package「2」,2,,{rmb=1000;stamina=100;503=20;6323=10},102,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108004,510034,,,Rose Package「3」,Rose Package「3」,Gói Hoa Hồng「3」,Rose Package「3」,2,,{rmb=2500;stamina=100;451=200;502=10;6323=20},103,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108005,510034,,,Rose Package「4」,Rose Package「4」,Gói Hoa Hồng「4」,Rose Package「4」,2,,{rmb=2500;stamina=100;850=200;521=5;6323=20},103,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108006,510034,,,Rose Package「5」,Rose Package「5」,Gói Hoa Hồng「5」,Rose Package「5」,3,,{rmb=3500;stamina=200;2103=20;502=20;6323=50},106,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108007,510034,,,Rose Package「6」,Rose Package「6」,Gói Hoa Hồng「6」,Rose Package「6」,3,,{rmb=3500;stamina=200;902=50;521=10;6323=50},106,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108008,510034,,,Rose Package「7」,Rose Package「7」,Gói Hoa Hồng「7」,Rose Package「7」,3,,{rmb=5000;6059=1;502=30;501=20;452=200;6323=100},107,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108009,510034,,,Rose Package「8」,Rose Package「8」,Gói Hoa Hồng「8」,Rose Package「8」,3,,{rmb=5000;6059=1;521=20;19=20;851=200;6323=100},107,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108010,510034,,,Rose Package「9」,Rose Package「9」,Gói Hoa Hồng「9」,Rose Package「9」,4,,{rmb=10000;6059=2;502=50;974=1;452=300;6323=200},109,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
108011,510034,,,Rose Package「10」,Rose Package「10」,Gói Hoa Hồng「10」,Rose Package「10」,4,,{rmb=10000;6059=2;521=30;7305=1;851=300;6323=200},109,,,,0,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
109001,510035,,,Hades Package「1」,Hades Package「1」,Gói Hades「1」,Hades Package「1」,1,,{20393=10;rmb=6800;902=100;521=10},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
109002,510035,,,Hades Package「2」,Hades Package「2」,Gói Hades「2」,Hades Package「2」,1,,{20393=20;rmb=12800;902=100;521=20},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
109003,510035,,,Hades Package「3」,Hades Package「3」,Gói Hades「3」,Hades Package「3」,1,,{20393=30;rmb=18800;902=200;521=30},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
109004,510035,,,Hades Package「4」,Hades Package「4」,Gói Hades「4」,Hades Package「4」,1,,{20393=60;rmb=28800;902=300;521=60},113,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
109005,510035,,,Hades Package「5」,Hades Package「5」,Gói Hades「5」,Hades Package「5」,1,,{card={id=393};rmb=33800;902=350},113,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
109006,510035,,,Hades Package「6」,Hades Package「6」,Gói Hades「6」,Hades Package「6」,1,,{rmb=33800;card={id=393};902=350},113,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
110001,510036,,,Hiei Package「1」,Hiei Package「1」,Gói Hiei「1」,Hiei Package「1」,1,,{21173=10;rmb=6800;902=100;521=10},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
110002,510036,,,Hiei Package「2」,Hiei Package「2」,Gói Hiei「2」,Hiei Package「2」,1,,{21173=20;rmb=12800;902=100;521=20},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
110003,510036,,,Hiei Package「3」,Hiei Package「3」,Gói Hiei「3」,Hiei Package「3」,1,,{21173=30;rmb=18800;902=200;521=30},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
110004,510036,,,Hiei Package「4」,Hiei Package「4」,Gói Hiei「4」,Hiei Package「4」,1,,{21173=60;rmb=28800;902=300;521=60},113,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
110005,510036,,,Hiei Package「5」,Hiei Package「5」,Gói Hiei「5」,Hiei Package「5」,1,,{card={id=1173};rmb=33800;902=350},113,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
110006,510036,,,Hiei Package「6」,Hiei Package「6」,Gói Hiei「6」,Hiei Package「6」,1,,{rmb=33800;card={id=1173};902=350},113,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
111001,510037,,,Free Package,Free Package,Gói Miễn Phí,Free Package,1,,{503=10;rmb=500;gold=200000;902=10;2103=10},,0,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
111002,510037,,,VIP Package「1」,VIP Package「1」,Gói Nâng Cấp「1」,VIP Package「1」,1,,{521=20;501=20;19=20;100=20;2103=20;6059=1},106,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
111003,510037,,,VIP Package「2」,VIP Package「2」,Gói Nâng Cấp「2」,VIP Package「2」,1,,{521=30;501=30;19=30;100=30;2103=30;6059=2},107,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
111004,510037,,,VIP Package「3」,VIP Package「3」,Gói Nâng Cấp「3」,VIP Package「3」,1,,{521=60;501=60;19=60;100=60;2103=60;6059=3;2153=1},109,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
111005,510037,,,VIP Package「4」,VIP Package「4」,Gói Nâng Cấp「4」,VIP Package「4」,2,,{gold=6000000;521=80;2153=2;2103=100;902=100;6059=4},111,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
111006,510037,,,VIP Package「5」,VIP Package「5」,Gói Nâng Cấp「5」,VIP Package「5」,3,,{gold=10000000;521=120;2153=3;2103=200;902=200;6059=6},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
111007,510037,,,VIP Package「6」,VIP Package「6」,Gói Nâng Cấp「6」,VIP Package「6」,3,,{gold=20000000;502=360;2153=3;2103=300;902=300;6059=6},112,,,,1,activity/direct_gift/icon_sdsc3.png,,,,,,
