VariableName,leastLevel,active,type,huodongID,openDuration,beginDate,beginTime,endTime,endDate,desc,desc_en,desc_vn,desc_th,icon1,name,languages,icon,servers,redpoint,paramMap,openType,leastVipLevel,serverDayRange,relativeDayRange,clientParam,clientParam_th,independent,rDesc,rDesc_th,countType,sortWeight,validServerOpenDateRange,roleDayRange,validRoleCreatedDateRange
80244,1,0,26,1007,72,20250430,0,0,20250503,World BOSS,World BOSS,BOSS Thế giới,World BOSS,1,_BAOHONG,,city/main/icon_wsjboss.png,,1,{freeCount=3},0,,,,,,1,rDesc,rDesc,1,1,,,
80245,20,1,47,1001,72,20250430,0,0,20250503,,,Phân tách báu vật,Treasure Dismantle,,,,city/main/icon_activity_xszh.png,,1,{quality={4=10;5=5}},0,0,,,{res=activity/flip_card/icon_pm},{res=activity/flip_card/icon_pm},0,rDesc,rDesc,1,1,,,
80246,20,0,47,2004,72,20250430,0,0,20250503,,,Chuyển đổi Mảnh,Shard Conversion,,_BAOHONG,,city/main/icon_activity_xszh.png,,1,{quality={5 = 50}},0,,,,{res=activity/flip_card/icon_pm},{res=activity/flip_card/icon_pm},1,rDesc,rDesc,1,1,,,
80247,1,1,14,10029,72,20250430,0,0,20250503,,,Rút Phụ kiện nhận thưởng,Accessory Draw Rewards,,_BAOHONG,,city/main/icon_thlb.png,,0,{},0,0,,,{},{},0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,17,,,
80248,1,1,44,1001,72,20250430,0,0,20250503,,,Rút Ấn ký giới hạn,Limited Insignia Draw,,_BAOHONG_,,city/main/icon_zc_xdfs.png,,1,{RMB1=100;RMB10=880;exchangeTimes=8;drawLimit=100;cost=<0;0;50;50;100;100;200;200>},0,,,,{priviewId=39;up=<2;5;7>},{priviewId=39;up=<2;5;7>},1,,,,1,,,
80249,1,1,14,50100,168,20250430,0,0,20250507,Refund N.Bao Spending,Refund N.Bao Spending,Hoàn trả chi tiêu N.Bảo,Refund N.Bao Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80250,1,1,14,50101,168,20250430,0,0,20250507,Refund Recharge (new),Refund Recharge (new),Hoàn trả nạp (new),Refund Recharge (new),2,,,,,,,4,,,,,,,,,,15,,,
80251,1,1,38,1001,168,20250430,0,0,20250507,Lucky Spin,Lucky Spin,Vòng quay may mắn,Lucky Spin,,_BAOHONG,,city/main/icon_xyzzl.png,,1,{dailyScoreMax=15000;free=0;costScore=100;recharge=1;addScore=1},0,,,,{special=1;awards=<{rmb=500};{rmb=250};{516=5};{28131=5};{521=5};{28131=10};{23171=5};{23171=10}>},{special=1;awards=<{rmb=500};{rmb=250};{516=5};{28131=5};{521=5};{28131=10};{23171=5};{23171=10}>},1,,,0,2,,,
80252,1,1,39,8001,168,20250430,0,0,20250507,Seize Treasures,Seize Treasures,Đoạt bảo,Seize Treasures,0,_BAOHONG,,city/main/icon_hydb.png,,1,{dailyTasks=<8001;8002;8003;8004;8005;8006;8007;8008;8009;8010;8011>;maxGainTimes=5},0,,,,{awards=<{rmb=1000};{28131=10};{502=10};{521=5};{452=100};{23171=10};{gold=500000};{500=1};{4000=100};{851=100}>},{awards=<{rmb=1000};{28131=10};{502=10};{521=5};{452=100};{23171=10};{gold=500000};{500=1};{4000=100};{851=100}>},1,rDesc,rDesc,1,1,,,
80253,1,1,37,10013,168,20250430,0,0,20250507,Đăng nhập trong vòng 7 ngày,Đăng nhập trong vòng 7 ngày,Đăng nhập trong vòng 7 ngày,Đăng nhập trong vòng 7 ngày,,_BAOHONG_,,city/main/icon_qrdl.png,,1,{isSum=1},0,,,,,,1,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80254,1,1,8,,120,20250505,0,0,20250510,Poster ninja,Poster ninja,Poster Rút thẻ ninja - Red,Poster ninja,3,,,,,,,0,,,,{res=config/poster/img_limithero_9.png},{res=config/poster/img_limithero_9.png},0,,,,1,,,
80255,1,1,5,,120,20250505,0,0,20250510,Ninja - Red,Ninja - Red,Rút thẻ ninja - Red,Ninja - Red,,,,,,1,{RMB1=260;Qualify=1;RMB10=2480},0,,,,{limitId=13;priviewId=93},{limitId=13;priviewId=93},-1,,,,10,,,
80256,1,1,14,10029,120,20250505,0,0,20250510,,,Rút Phụ kiện nhận thưởng,Accessory Draw Rewards,,_BAOHONG,,city/main/icon_thlb.png,,0,{},0,0,,,{},{},0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,17,,,
80257,1,1,44,1001,120,20250505,0,0,20250510,,,Rút Ấn ký giới hạn,Limited Insignia Draw,,_BAOHONG_,,city/main/icon_zc_xdfs.png,,1,{RMB1=100;RMB10=880;exchangeTimes=8;drawLimit=100;cost=<0;0;50;50;100;100;200;200>},0,,,,{priviewId=39;up=<2;5;7>},{priviewId=39;up=<2;5;7>},1,,,,1,,,
80258,1,0,14,1011,120,20250505,0,0,20250510,Draw Pet Card,Draw Pet Card,Rút thẻ linh thú,Draw Pet Card,2,_BAOHONG_,,,,,,4,,,,,,,,,,17,,,
80259,1,1,14,1011,120,20250505,0,0,20250510,,,Rút Thông Linh nhận thưởng,,2,_BAOHONG,,city/main/icon_thlb.png,,0,{},0,0,,,{},{},0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,17,,,
80260,6,1,17,17010,120,20250505,0,0,20250510,Push Lucky Coins,Push Lucky Coins,Đẩy Xu May Mắn,Push Lucky Coins,0,_BAOHONG,,city/main/icon_xytb.png,,0,{type=gold},1,,,,{},{},1,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,40,,,
80261,1,1,38,1001,120,20250505,0,0,20250510,Lucky Spin,Lucky Spin,Vòng quay may mắn,Lucky Spin,,_BAOHONG,,city/main/icon_xyzzl.png,,1,{dailyScoreMax=15000;free=0;costScore=100;recharge=1;addScore=1},0,,,,{special=1;awards=<{rmb=500};{rmb=250};{516=5};{28118=5};{521=5};{28118=10};{23001=5};{23001=10}>},{special=1;awards=<{rmb=500};{rmb=250};{516=5};{28118=5};{521=5};{28118=10};{23001=5};{23001=10}>},1,,,0,2,,,
80262,1,1,39,8001,120,20250505,0,0,20250510,Seize Treasures,Seize Treasures,Đoạt bảo,Seize Treasures,0,_BAOHONG,,city/main/icon_hydb.png,,1,{dailyTasks=<8001;8002;8003;8004;8005;8006;8007;8008;8009;8010;8011>;maxGainTimes=5},0,,,,{awards=<{rmb=1000};{28118=10};{502=10};{521=5};{452=100};{23001=10};{gold=500000};{500=1};{4000=100};{851=100}>},{awards=<{rmb=1000};{28118=10};{502=10};{521=5};{452=100};{23001=10};{gold=500000};{500=1};{4000=100};{851=100}>},1,rDesc,rDesc,1,1,,,
80263,1,1,48,1008,120,20250505,0,0,20250510,Lucky Flip,Lucky Flip,Lật may mắn,Lucky Flip,0,,,city/main/icon_xylft.png,,1,{free=2},0,0,,,{res=activity/flip_card/icon_qiutian},{res=activity/flip_card/icon_qiutian},1,Lucky Flip,เปิดไพ่โชคดี,0,1,,,
80264,6,1,43,1002,240,20250505,0,0,20250515,Ninja Investment,Ninja Investment,Đầu tư Ninja,Ninja Investment,3,_BAOHONG,,city/main/icon_jltz.png,,0,{buyDay=10;recharge=107},0,0,,,"{titleText=VDNG;award2={scale = 0.7;res = ""activity/weekly_card/txt_zs.png"";count = 9000};isShowCountDown=true;award1={scale = 1;res = ""activity/weekly_card/txt_wnsp.png"";count = 23};titleRes=activity/weekly_card/txt_jltz.png}","{titleText=VDNG;award2={scale = 0.7;res = ""activity/weekly_card/txt_zs.png"";count = 9000};isShowCountDown=true;award1={scale = 1;res = ""activity/weekly_card/txt_wnsp.png"";count = 23};titleRes=activity/weekly_card/txt_jltz.png}",4,rDesc,rDesc,1,13,,,
80265,1,1,14,50100,120,20250505,0,0,20250510,Refund N.Bao Spending,Refund N.Bao Spending,Hoàn trả chi tiêu N.Bảo,Refund N.Bao Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80266,1,1,14,50101,120,20250505,0,0,20250510,Refund Recharge,Refund Recharge,Hoàn trả nạp,Refund Recharge,2,,,,,,,4,,,,,,,,,,15,,,
80267,1,1,45,1001,120,20250505,0,0,20250510,,,Bánh ú thơm ngát,Sweet Dumpling,,_BAOHONG_,,city/main/icon_zypx.png,,,,0,,,,,,1,,,,1,,,
80268,1,1,8,,120,20250505,0,0,20250510,,,Sự kiện làm bánh ú,Baking Event,2,_BAOHONG_,,,,,,0,,,,{panelImg=activity/client_show/img_zypx@.png;panelImgPos={y=-100;x=0}},{panelImg=activity/client_show/img_zypx@.png;panelImgPos={y=-100;x=0}},,"Tham gia ngay hôm nay, đăng nhập nhận quà làm bánh ngay thôi nào","Tham gia ngay hôm nay, đăng nhập nhận quà làm bánh ngay thôi nào",,1,,,
80269,1,1,14,10037,96,20250505,0,0,20250509,,,Bánh ú「Đăng nhập」,Log in to get ingredients,2,_BAOHONG_,,city/main/icon_qrdl.png,,1,,0,,,,{topBg=activity/banner_activity_duanwu.png},{topBg=activity/banner_activity_duanwu.png},,,,,1,,,
80270,1,1,14,10038,120,20250505,0,0,20250510,,,Bánh ú「Nhiệm vụ」,Baking Quests,2,_BAOHONG_,,city/main/icon_qrdl.png,,1,,0,,,,{topBg=activity/banner_activity_duanwu.png},{topBg=activity/banner_activity_duanwu.png},,,,0,1,,,
80271,1,0,-3,0,120,20250505,0,0,20250510,Sweep the Stage and Get Roses,Sweep the Stage and Get Roses,Quét Ải Rơi GamePad,Sweep the Stage and Get Roses,1,_BAOHONG,,,,1,{extraVersion=2},0,0,,,{},{},-1,"During the event, winning Normal and Hard stages gives a chance to drop Valentine’s Day Roses, which can be opened to receive various resources! Wishing for eternal love together!",ในช่วงเวลากิจกรรม ชนะด่านปกติและยากมีโอกาสได้รับดอกกุหลาบวันวาเลนไทน์ ซึ่งสามารถเปิดเพื่อรับทรัพยากรต่างๆ ได้! ขอให้รักกันตลอดไป!,1,2,,,
80272,1,0,8,0,120,20250505,0,0,20250510,Sweep the Stage and Get Roses,Sweep the Stage and Get Roses,Quét Ải Rơi GamePad,Sweep the Stage and Get Roses,3,_BAOHONG,,,,2,{},0,0,,,{},{},0,"During the event, winning Normal and Hard stages gives a chance to drop Valentine’s Day Roses, which can be opened to receive various resources! Wishing for eternal love together!",ในช่วงเวลากิจกรรม ชนะด่านปกติและยากมีโอกาสได้รับดอกกุหลาบวันวาเลนไทน์ ซึ่งสามารถเปิดเพื่อรับทรัพยากรต่างๆ ได้! ขอให้รักกันตลอดไป!,1,2,,,
80273,1,1,14,10034,120,20250505,0,0,20250510,Draw Pet Card,Draw Pet Card,Rút Ấn ký giới hạn & đổi thưởng,Draw Pet Card,2,_BAOHONG_,,,,,,4,,,,,,,,,,17,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80274,1,1,58,1002,192,20250510,0,0,20250518,N.Bao Refund,N.Bao Refund,Hoàn trả N.Bảo,N.Bao Refund,,_BAOHONG,,city/main/icon_zzfz.png,,1,{type=rmb;limit=20000;returnDays=1},0,0,,,,,1,Diamond Refund  ,คืนเพชร  ,0,1,,,
80275,1,1,58,1003,192,20250510,0,0,20250518,Coin Refund,Coin Refund,Hoàn Trả Đồng Xu,Coin Refund,,_BAOHONG,,city/main/icon_zzfj.png,,1,{type=gold;limit=100000000;returnDays=1},0,0,,,,,1,Gold Refund  ,คืนทอง  ,0,1,,,
80276,1,1,40,10257,120,20250510,0,0,20250515,Gashapon Spin,Gashapon Spin,Vòng quay Gashapon,Gashapon Spin,0,_BAOHONG,,activity/lucky_egg/icon_ndjrk.png,,0,{RMB1=80;RMB10=680;RMB1LIMIT=200;RMB10LIMIT=200},0,0,,,{awards=<6321;502;rmb;604>;priviewId=10},{awards=<6321;502;rmb;604>;priviewId=10},1,Gashapon Spin,หมุนกาชาปอง,1,1,,,
80277,1,1,33,24002,120,20250510,0,0,20250515,Discount Shop,Discount Shop,Shop Giảm Giá,Discount Shop,0,_BAOHONG,,city/main/icon_hgxp.png,,0,,0,0,,,{double11=true;type=item},{double11=true;type=item},1,rDesc,rDesc,1,1,,,
80278,1,1,70,1002,120,20250510,0,0,20250515,Custom Package,Custom Package,Gói Tùy Chỉnh,Custom Package,1,_BAOHONG,,city/main/icon_srdz.png,,1,{rarity=4},0,0,,,{showCountTime=true},{showCountTime=true},1,Trong thời gian sự kiện. có thể chọn quà mua tương ứng!,Trong thời gian sự kiện. có thể chọn quà mua tương ứng!,1,1,,,
80279,1,1,48,1009,120,20250510,0,0,20250515,Lucky Flip,Lucky Flip,Lật may mắn,Lucky Flip,0,,,city/main/icon_xylft.png,,1,{free=2},0,0,,,{res=activity/flip_card/icon_qiutian},{res=activity/flip_card/icon_qiutian},1,Lucky Flip,เปิดไพ่โชคดี,0,1,,,
80280,6,1,43,1002,240,20250510,0,0,20250520,Ninja Investment,Ninja Investment,Đầu tư Ninja,Ninja Investment,3,_BAOHONG,,city/main/icon_jltz.png,,0,{buyDay=10;recharge=107},0,0,,,"{titleText=VDNG;award2={scale = 0.7;res = ""activity/weekly_card/txt_zs.png"";count = 9000};isShowCountDown=true;award1={scale = 1;res = ""activity/weekly_card/txt_wnsp.png"";count = 23};titleRes=activity/weekly_card/txt_jltz.png}","{titleText=VDNG;award2={scale = 0.7;res = ""activity/weekly_card/txt_zs.png"";count = 9000};isShowCountDown=true;award1={scale = 1;res = ""activity/weekly_card/txt_wnsp.png"";count = 23};titleRes=activity/weekly_card/txt_jltz.png}",4,rDesc,rDesc,1,13,,,
80281,1,1,33,510024,120,20250510,0,0,20250515,Flash Sale Package,Flash Sale Package,Gói Flash Sale,Flash Sale Package,1,_BAOHONG_,,,,1,,4,,,,{isShowCountDown=false},{isShowCountDown=false},1,,,1,10,,,
80282,1,1,14,50100,120,20250510,0,0,20250515,Refund N.Bao Spending,Refund N.Bao Spending,Hoàn trả chi tiêu N.Bảo,Refund N.Bao Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80283,1,1,14,50101,120,20250510,0,0,20250515,Refund Recharge (new),Refund Recharge (new),Hoàn trả nạp (new),Refund Recharge (new),2,,,,,,,4,,,,,,,,,,15,,,
80284,1,1,38,1001,120,20250510,0,0,20250515,Lucky Spin,Lucky Spin,Vòng quay may mắn,Lucky Spin,,_BAOHONG,,city/main/icon_xyzzl.png,,1,{dailyScoreMax=15000;free=0;costScore=100;recharge=1;addScore=1},0,,,,{special=1;awards=<{rmb=500};{rmb=250};{516=10};{529=100};{521=3};{124=5};{502=5};{28503=5}>},{special=1;awards=<{rmb=500};{rmb=250};{516=10};{529=100};{521=3};{124=5};{502=5};{28503=5}>},1,,,0,2,,,
80285,1,1,39,8001,120,20250510,0,0,20250515,Seize Treasures,Seize Treasures,Đoạt bảo,Seize Treasures,0,_BAOHONG,,city/main/icon_hydb.png,,1,{dailyTasks=<8001;8002;8003;8004;8005;8006;8007;8008;8009;8010;8011>;maxGainTimes=5},0,,,,{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},{awards=<{rmb=1000};{28503=5};{502=10};{521=5};{452=200};{6059=1};{gold=500000};{500=1};{4000=100};{851=200}>},1,rDesc,rDesc,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80286,1,1,8,,72,20250515,0,0,20250518,Poster Terumi (Mizukage),Poster Terumi (Mizukage),Poster Terumi (Mizukage),Poster Terumi (Mizukage),,,,,,,,0,,,,{res=config/poster/img_limithero_13.png},{res=config/poster/img_limithero_13.png},-1,,,,1,,,
80287,6,1,20,1029,72,20250515,0,0,20250518,Time-Limited Ninja,Time-Limited Ninja,Ninja Hạn Giờ,Time-Limited Ninja,,_BAOHONG_,,city/main/icon_xsss.png,,1,{CheckCardCapacity=0;QualifyServerOpenDays=90;Qualify=0;QualifyTime=2430;RMB1=80;RMB10=680},0,,,,{cardId=3211;key=limitTenText1;priviewId=15},{cardId=3211;key=limitTenText1;priviewId=15},2,Limited-time Ninja  ,นินจาจำกัดเวลา  ,1,17,,,
80288,1,1,17,17001,72,20250515,0,0,20250518,Lucky Cat,Lucky Cat,Mèo chiêu tài,Lucky Cat,,_BAOHONG_,,city/main/icon_zcm@.png,,1,{type=rmb},0,,,,,,1,,,,40,,,
80289,20,1,47,1001,72,20250515,0,0,20250518,,,Phân tách báu vật,Treasure Dismantle,,,,city/main/icon_activity_xszh.png,,1,{quality={4=10;5=5}},0,0,,,{res=activity/flip_card/icon_pm},{res=activity/flip_card/icon_pm},0,rDesc,rDesc,1,1,,,
80290,1,1,14,10029,72,20250515,0,0,20250518,,,Rút Phụ kiện nhận thưởng,Spirit Summon Rewards,,_BAOHONG,,city/main/icon_thlb.png,,0,{},0,0,,,{},{},0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,17,,,
80291,1,1,14,50100,120,20250515,0,0,20250520,Refund N.Bao Spending,Refund N.Bao Spending,Hoàn trả chi tiêu N.Bảo,Refund N.Bao Spending,3,tiêu 40k,,city/main/icon_thlb.png,,1,,0,0,,,,,0,"During the event, you can earn rewards by completing the corresponding objectives!",ในช่วงเวลากิจกรรม คุณสามารถรับรางวัลได้โดยการทำตามเป้าหมายที่กำหนดไว้!,1,14,,,
80292,1,1,14,50101,120,20250515,0,0,20250520,Refund Recharge (new),Refund Recharge (new),Hoàn trả nạp (new),Refund Recharge (new),2,,,,,,,4,,,,,,,,,,15,,,
80293,1,1,38,1001,120,20250515,0,0,20250520,Lucky Spin,Lucky Spin,Vòng quay may mắn,Lucky Spin,,_BAOHONG,,city/main/icon_xyzzl.png,,1,{dailyScoreMax=15000;free=0;costScore=100;recharge=1;addScore=1},0,,,,{special=1;awards=<{rmb=500};{rmb=250};{516=5};{28131=5};{521=5};{28131=10};{23171=5};{23171=10}>},{special=1;awards=<{rmb=500};{rmb=250};{516=5};{28131=5};{521=5};{28131=10};{23171=5};{23171=10}>},1,,,0,2,,,
80294,1,1,39,8001,120,20250515,0,0,20250520,Seize Treasures,Seize Treasures,Đoạt bảo,Seize Treasures,0,_BAOHONG,,city/main/icon_hydb.png,,1,{dailyTasks=<8001;8002;8003;8004;8005;8006;8007;8008;8009;8010;8011>;maxGainTimes=5},0,,,,{awards=<{rmb=1000};{28131=10};{502=10};{521=5};{452=100};{23171=10};{gold=500000};{500=1};{4000=100};{851=100}>},{awards=<{rmb=1000};{28131=10};{502=10};{521=5};{452=100};{23171=10};{gold=500000};{500=1};{4000=100};{851=100}>},1,rDesc,rDesc,1,1,,,
80295,1,1,44,1001,120,20250515,0,0,20250520,,,Rút Ấn ký giới hạn,Limited Insignia Draw,,_BAOHONG_,,city/main/icon_zc_xdfs.png,,1,{RMB1=100;RMB10=880;exchangeTimes=8;drawLimit=100;cost=<0;0;50;50;100;100;200;200>},0,,,,{priviewId=39;up=<2;5;7>},{priviewId=39;up=<2;5;7>},1,,,,1,,,
80296,1,1,-3,0,120,20250515,0,0,20250520,Sweep the Stage and Get Roses,Sweep the Stage and Get Roses,Quét Ải Rơi GamePad,Sweep the Stage and Get Roses,1,_BAOHONG,,,,1,{extraVersion=2},0,0,,,{},{},-1,"During the event, winning Normal and Hard stages gives a chance to drop Valentine’s Day Roses, which can be opened to receive various resources! Wishing for eternal love together!  ",ในช่วงเวลากิจกรรม ชนะด่านปกติและยากมีโอกาสได้รับดอกกุหลาบวันวาเลนไทน์ ซึ่งสามารถเปิดเพื่อรับทรัพยากรต่างๆ ได้! ขอให้รักกันตลอดไป!  ,1,2,,,
80297,1,1,8,0,120,20250515,0,0,20250520,Sweep the Stage and Get Roses,Sweep the Stage and Get Roses,Quét Ải Rơi GamePad,Sweep the Stage and Get Roses,3,_BAOHONG,,,,2,{},0,0,,,{},{},0,"During the event, winning Normal and Hard stages gives a chance to drop Valentine’s Day Roses, which can be opened to receive various resources! Wishing for eternal love together!",ในช่วงเวลากิจกรรม ชนะด่านปกติและยากมีโอกาสได้รับดอกกุหลาบวันวาเลนไทน์ ซึ่งสามารถเปิดเพื่อรับทรัพยากรต่างๆ ได้! ขอให้รักกันตลอดไป!,1,2,,,
