VariableName,huodongID,daySum,themeType,themeName,themeName_en,themeName_th,themeName_in,themeName_ph,themeName_ma,themeName_vn,tabIndex,tabName,tabName_vn,tabName_en,tabName_th,tabName_in,tabName_ph,tabName_ma,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,award,costMap,priceShow,buyMax
20112,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,1,忍者突破,Nâng cấp Hero,Hero Upgrade,อัปเกรดนินจา,Upgrade Hero,Pag-upgrade ng Hero,Naik Taraf Hero,3,35,10,,当日起忍者突破10次,,Đột phá Hero của bạn 10 lần kể từ hôm nay,Breakthrough your Hero 10 times starting today  ,ฝ่าแดนให้ Hero ของคุณ 10 ครั้งตั้งแต่วันนี้  ,Breakthrough Hero kamu 10 kali mulai hari ini  ,Mag-breakthrough sa Hero mo 10 beses simula ngayon  ,Lakukan penembusan Hero anda 10 kali bermula hari ini  ,{850=60;6331=1;gold=100000},,,
20113,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,1,忍者突破,Nâng cấp Hero,Hero Upgrade,อัปเกรดนินจา,Upgrade Hero,Pag-upgrade ng Hero,Naik Taraf Hero,3,35,15,,当日起忍者突破15次,,Đột phá Hero của bạn 15 lần kể từ hôm nay,Breakthrough your Hero 15 times starting today  ,ฝ่าแดนให้ Hero ของคุณ 15 ครั้งตั้งแต่วันนี้  ,Breakthrough Hero kamu 15 kali mulai hari ini  ,Mag-breakthrough sa Hero mo 15 beses simula ngayon  ,Lakukan penembusan Hero anda 15 kali bermula hari ini  ,{850=80;6331=1;gold=120000},,,
20114,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,1,忍者突破,Nâng cấp Hero,Hero Upgrade,อัปเกรดนินจา,Upgrade Hero,Pag-upgrade ng Hero,Naik Taraf Hero,3,35,20,,当日起忍者突破20次,,Đột phá Hero của bạn 20 lần kể từ hôm nay,Breakthrough your Hero 20 times starting today  ,ฝ่าแดนให้ Hero ของคุณ 20 ครั้งตั้งแต่วันนี้  ,Breakthrough Hero kamu 20 kali mulai hari ini  ,Mag-breakthrough sa Hero mo 20 beses simula ngayon  ,Lakukan penembusan Hero anda 20 kali bermula hari ini  ,{850=100;6331=1;gold=160000},,,
20115,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,2,铜币消耗,Tiêu Vàng,Gold Spending,ใช้ทอง,Habiskan Gold,Gastos ng Ginto,Belanja Emas,3,20,2000000,,当日起铜币消耗2000000,,Tiêu 200000 Vàng kể từ hôm nay,"Spend 200,000 Gold starting today  ","ใช้ทอง 200,000 ตั้งแต่วันนี้  ",Habiskan 200.000 Emas mulai hari ini  ,"Gumastos ng 200,000 Ginto simula ngayon  ","Belanjakan 200,000 Emas bermula hari ini  ",{13=10;6331=1;gold=200000},,,
20116,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,2,铜币消耗,Tiêu Vàng,Gold Spending,ใช้ทอง,Habiskan Gold,Gastos ng Ginto,Belanja Emas,3,20,4000000,,当日起铜币消耗4000000,,Tiêu 4000000 Vàng kể từ hôm nay,"Spend 4,000,000 Gold starting today  ","ใช้ทอง 4,000,000 ตั้งแต่วันนี้  ",Habiskan 4.000.000 Emas mulai hari ini  ,"Gumastos ng 4,000,000 Ginto simula ngayon  ","Belanjakan 4,000,000 Emas bermula hari ini  ",{13=15;6331=1;gold=300000},,,
20117,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,2,铜币消耗,Tiêu Vàng,Gold Spending,ใช้ทอง,Habiskan Gold,Gastos ng Ginto,Belanja Emas,3,20,6000000,,当日起铜币消耗6000000,,Tiêu 6000000 Vàng kể từ hôm nay,"Spend 6,000,000 Gold starting today  ","ใช้ทอง 6,000,000 ตั้งแต่วันนี้  ",Habiskan 6.000.000 Emas mulai hari ini  ,"Gumastos ng 6,000,000 Ginto simula ngayon  ","Belanjakan 6,000,000 Emas bermula hari ini  ",{13=20;6331=1;gold=400000},,,
20118,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,2,铜币消耗,Tiêu Vàng,Gold Spending,ใช้ทอง,Habiskan Gold,Gastos ng Ginto,Belanja Emas,3,20,9000000,,当日起铜币消耗9000000,,Tiêu 9000000 Vàng kể từ hôm nay,"Spend 9,000,000 Gold starting today  ","ใช้ทอง 9,000,000 ตั้งแต่วันนี้  ",Habiskan 9.000.000 Emas mulai hari ini  ,"Gumastos ng 9,000,000 Ginto simula ngayon  ","Belanjakan 9,000,000 Emas bermula hari ini  ",{13=30;6331=1;gold=500000},,,
20119,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,2,铜币消耗,Tiêu Vàng,Gold Spending,ใช้ทอง,Habiskan Gold,Gastos ng Ginto,Belanja Emas,3,20,12000000,,当日起铜币消耗12000000,,Tiêu 12000000 Vàng kể từ hôm nay,"Spend 12,000,000 Gold starting today  ","ใช้ทอง 12,000,000 ตั้งแต่วันนี้  ",Habiskan 12.000.000 Emas mulai hari ini  ,"Gumastos ng 12,000,000 Ginto simula ngayon  ","Belanjakan 12,000,000 Emas bermula hari ini  ",{13=40;6331=1;gold=600000},,,
20120,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,2,铜币消耗,Tiêu Vàng,Gold Spending,ใช้ทอง,Habiskan Gold,Gastos ng Ginto,Belanja Emas,3,20,18000000,,当日起铜币消耗18000000,,Tiêu 180000 Vàng kể từ hôm nay,"Spend 180,000 Gold starting today  ","ใช้ทอง 180,000 ตั้งแต่วันนี้  ",Habiskan 180.000 Emas mulai hari ini  ,"Gumastos ng 180,000 Ginto simula ngayon  ","Belanjakan 180,000 Emas bermula hari ini  ",{13=60;6331=1;gold=900000},,,
20121,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,2,铜币消耗,Tiêu Vàng,Gold Spending,ใช้ทอง,Habiskan Gold,Gastos ng Ginto,Belanja Emas,3,20,24000000,,当日起铜币消耗24000000,,Tiêu 240000 Vàng kể từ hôm nay,"Spend 240,000 Gold starting today  ","ใช้ทอง 240,000 ตั้งแต่วันนี้  ",Habiskan 240.000 Emas mulai hari ini  ,"Gumastos ng 240,000 Ginto simula ngayon  ","Belanjakan 240,000 Emas bermula hari ini  ",{13=80;6331=1;gold=1200000},,,
20122,12003,2,1,Day 2,Day 2,วันที่ 2,Hari ke-2,Araw 2,Hari 2,Ngày 2,2,铜币消耗,Tiêu Vàng,Gold Spending,ใช้ทอง,Habiskan Gold,Gastos ng Ginto,Belanja Emas,3,20,30000000,,当日起铜币消耗30000000,,Tiêu 30000000 Vàng từ hôm nay trở đi,"Spend 30,000,000 Gold starting today  ","ใช้ทอง 30,000,000 ตั้งแต่วันนี้  ",Habiskan 30.000.000 Emas mulai hari ini  ,"Gumastos ng 30,000,000 Ginto simula ngayon  ","Belanjakan 30,000,000 Emas bermula hari ini  ",{13=100;6331=1;gold=2000000},,,
20201,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีน่า,Poin Arena,Puntos sa Arena,Mata Arena,3,41,4,,当日起竞技场战斗4次,,Tham gia vào trận chiến đấu trường trong 4 lần kể từ hôm nay,Join Arena battles 4 times starting today  ,เข้าร่วมต่อสู้ในอารีนา 4 ครั้งตั้งแต่วันนี้  ,Ikut bertarung di Arena 4 kali mulai hari ini  ,Sumali sa laban sa Arena 4 beses simula ngayon  ,Sertai pertarungan Arena 4 kali bermula hari ini  ,{6331=1;coin1=200;talent_point=1},,,
20202,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีน่า,Poin Arena,Puntos sa Arena,Mata Arena,3,41,8,,当日起竞技场战斗8次,,Tham gia vào trận chiến đấu trường trong 8 lần kể từ hôm nay,Join Arena battles 8 times starting today  ,เข้าร่วมต่อสู้ในอารีนา 8 ครั้งตั้งแต่วันนี้  ,Ikut bertarung di Arena 8 kali mulai hari ini  ,Sumali sa laban sa Arena 8 beses simula ngayon  ,Sertai pertarungan Arena 8 kali bermula hari ini  ,{6331=1;coin1=300;talent_point=1},,,
20203,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีน่า,Poin Arena,Puntos sa Arena,Mata Arena,3,41,16,,当日起竞技场战斗16次,,Tham gia vào trận chiến đấu trường trong 16 lần kể từ hôm nay,Join Arena battles 16 times starting today  ,เข้าร่วมต่อสู้ในอารีนา 16 ครั้งตั้งแต่วันนี้  ,Ikut bertarung di Arena 16 kali mulai hari ini  ,Sumali sa laban sa Arena 16 beses simula ngayon  ,Sertai pertarungan Arena 16 kali bermula hari ini  ,{6331=1;coin1=400;talent_point=1},,,
20204,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีน่า,Poin Arena,Puntos sa Arena,Mata Arena,3,41,24,,当日起竞技场战斗24次,,Tham gia vào trận chiến đấu trường trong 24 lần kể từ hôm nay,Join Arena battles 24 times starting today  ,เข้าร่วมต่อสู้ในอารีนา 24 ครั้งตั้งแต่วันนี้  ,Ikut bertarung di Arena 24 kali mulai hari ini  ,Sumali sa laban sa Arena 24 beses simula ngayon  ,Sertai pertarungan Arena 24 kali bermula hari ini  ,{6331=1;coin1=500;talent_point=1},,,
20205,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีน่า,Poin Arena,Puntos sa Arena,Mata Arena,3,41,32,,当日起竞技场战斗32次,,Tham gia vào trận chiến đấu trường trong 32 lần kể từ hôm nay,Join Arena battles 32 times starting today  ,เข้าร่วมต่อสู้ในอารีนา 32 ครั้งตั้งแต่วันนี้  ,Ikut bertarung di Arena 32 kali mulai hari ini  ,Sumali sa laban sa Arena 32 beses simula ngayon  ,Sertai pertarungan Arena 32 kali bermula hari ini  ,{6331=1;coin1=600;talent_point=1},,,
20206,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีน่า,Poin Arena,Puntos sa Arena,Mata Arena,3,41,40,,当日起竞技场战斗40次,,Tham gia vào trận chiến đấu trường trong 40 lần kể từ hôm nay,Join Arena battles 40 times starting today  ,เข้าร่วมต่อสู้ในอารีนา 40 ครั้งตั้งแต่วันนี้  ,Ikut bertarung di Arena 40 kali mulai hari ini  ,Sumali sa laban sa Arena 40 beses simula ngayon  ,Sertai pertarungan Arena 40 kali bermula hari ini  ,{6331=1;coin1=800;talent_point=1},,,
20207,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีน่า,Poin Arena,Puntos sa Arena,Mata Arena,3,41,50,,当日起竞技场战斗50次,,Tham gia vào cuộc chiến đấu trường trong 50 lần kể từ hôm nay,Join Arena battles 50 times starting today  ,เข้าร่วมต่อสู้ในอารีนา 50 ครั้งตั้งแต่วันนี้  ,Ikut bertarung di Arena 50 kali mulai hari ini  ,Sumali sa laban sa Arena 50 beses simula ngayon  ,Sertai pertarungan Arena 50 kali bermula hari ini  ,{6331=1;coin1=1000;talent_point=1},,,
20208,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsanay ng Hero,Latihan Hero,3,89,50,,当日起培养50次,,Bồi dưỡng 50 lần kể từ hôm nay,Train 50 times starting today  ,ฝึกฝน 50 ครั้งตั้งแต่วันนี้  ,Latih 50 kali mulai hari ini  ,Mag-train 50 beses simula ngayon  ,Latih 50 kali bermula hari ini  ,{13=10;6331=1;452=10},,,
20209,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsanay ng Hero,Latihan Hero,3,89,100,,当日起培养100次,,Bồi dưỡng 100 lần kể từ hôm nay,Train 100 times starting today  ,ฝึกฝน 100 ครั้งตั้งแต่วันนี้  ,Latih 100 kali mulai hari ini  ,Mag-train 100 beses simula ngayon  ,Latih 100 kali bermula hari ini  ,{13=15;6331=1;452=15},,,
20210,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsanay ng Hero,Latihan Hero,3,89,150,,当日起培养150次,,Bồi dưỡng 150 lần kể từ hôm nay,Train 150 times starting today  ,ฝึกฝน 150 ครั้งตั้งแต่วันนี้  ,Latih 150 kali mulai hari ini  ,Mag-train 150 beses simula ngayon  ,Latih 150 kali bermula hari ini  ,{13=20;6331=1;452=20},,,
20211,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsanay ng Hero,Latihan Hero,3,89,200,,当日起培养200次,,Bồi dưỡng 200 lần kể từ hôm nay,Train 200 times starting today  ,ฝึกฝน 200 ครั้งตั้งแต่วันนี้  ,Latih 200 kali mulai hari ini  ,Mag-train 200 beses simula ngayon  ,Latih 200 kali bermula hari ini  ,{13=25;6331=1;452=25},,,
20212,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจ,Latihan Hero,Pagsanay ng Hero,Latihan Hero,3,89,250,,当日起培养250次,,Bồi dưỡng 250 lần kể từ hôm nay,Train 250 times starting today  ,ฝึกฝน 250 ครั้งตั้งแต่วันนี้  ,Latih 250 kali mulai hari ini  ,Mag-train 250 beses simula ngayon  ,Latih 250 kali bermula hari ini  ,{13=30;6331=1;452=30},,,
20213,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsanay ng Hero,Latihan Hero,3,89,300,,当日起培养300次,,Bồi dưỡng 300 lần kể từ hôm nay,Train 300 times starting today  ,ฝึกฝน 300 ครั้งตั้งแต่วันนี้  ,Latih 300 kali mulai hari ini  ,Mag-train 300 beses simula ngayon  ,Latih 300 kali bermula hari ini  ,{13=35;6331=1;452=35},,,
20214,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsanay ng Hero,Latihan Hero,3,89,350,,当日起培养350次,,Bồi dưỡng 350 lần kể từ hôm nay,Train 350 times starting today  ,ฝึกฝน 350 ครั้งตั้งแต่วันนี้  ,Latih 350 kali mulai hari ini  ,Mag-train 350 beses simula ngayon  ,Latih 350 kali bermula hari ini  ,{13=40;6331=1;452=40},,,
20215,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,成长培养,Bồi dưỡng Hero,Hero Training,ฝึกฝนนินจา,Latihan Hero,Pagsanay ng Hero,Latihan Hero,3,89,400,,当日起培养400次,,Bồi dưỡng 400 lần kể từ hôm nay,Train 400 times starting today  ,ฝึกฝน 400 ครั้งตั้งแต่วันนี้  ,Latih 400 kali mulai hari ini  ,Mag-train 400 beses simula ngayon  ,Latih 400 kali bermula hari ini  ,{13=45;6331=1;452=45},,,
20216,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ภารกิจท้าทาย,Tantangan Misi,Hamong Misyon,Cabaran Misi,3,32,6,,当日起活动副本战斗6次,,Thử thách phụ bản 6 lần kể từ hôm nay,Challenge dungeon 6 times starting today  ,ท้าทายดันเจี้ยน 6 ครั้งตั้งแต่วันนี้  ,Tantang dungeon 6 kali mulai hari ini  ,Subukan ang dungeon 6 beses simula ngayon  ,Cabaran dungeon 6 kali bermula hari ini  ,{6331=1;602=3;452=15},,,
20217,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ภารกิจท้าทาย,Tantangan Misi,Hamong Misyon,Cabaran Misi,3,32,12,,当日起活动副本战斗12次,,Thử thách phụ bản 12 lần kể từ hôm nay,Challenge dungeon 12 times starting today  ,ท้าทายดันเจี้ยน 12 ครั้งตั้งแต่วันนี้  ,Tantang dungeon 12 kali mulai hari ini  ,Subukan ang dungeon 12 beses simula ngayon  ,Cabaran dungeon 12 kali bermula hari ini  ,{6331=1;602=5;452=25},,,
20218,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ภารกิจท้าทาย,Tantangan Misi,Hamong Misyon,Cabaran Misi,3,66,8,,当日起幻象挑战战斗8次,,Thử thách khiêu chiến nguyên tố 8 lần kể từ hôm nay,Challenge Elemental Trial 8 times starting today  ,ท้าทายการทดลองธาตุ 8 ครั้งตั้งแต่วันนี้  ,Tantang Ujian Elemen 8 kali mulai hari ini  ,Subukan ang Elemental Trial 8 beses simula ngayon  ,Cabaran Ujian Elemen 8 kali bermula hari ini  ,{6331=1;602=3;452=15},,,
20219,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ภารกิจท้าทาย,Tantangan Misi,Hamong Misyon,Cabaran Misi,3,66,15,,当日起幻象挑战战斗15次,,Thử thách khiêu chiến nguyên tố 15 lần kể từ hôm nay,Challenge Elemental Trial 15 times starting today  ,ท้าทายการทดลองธาตุ 15 ครั้งตั้งแต่วันนี้  ,Tantang Ujian Elemen 15 kali mulai hari ini  ,Subukan ang Elemental Trial 15 beses simula ngayon  ,Cabaran Ujian Elemen 15 kali bermula hari ini  ,{6331=1;602=5;452=25},,,
20220,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ภารกิจท้าทาย,Tantangan Misi,Hamong Misyon,Cabaran Misi,3,52,10,,当日起抽饰品精华10次,,Rút thẻ Trang sức 10 lần kể từ hôm nay,Draw Jewelry Card 10 times starting today  ,สุ่มการ์ดเครื่องประดับ 10 ครั้งตั้งแต่วันนี้  ,Draw Kartu Perhiasan 10 kali mulai hari ini  ,Mag-draw ng Jewelry Card 10 beses simula ngayon  ,Cabut Kad Barang Kemas 10 kali bermula hari ini  ,{6331=1;602=3;452=15},,,
20221,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ภารกิจท้าทาย,Tantangan Misi,Hamong Misyon,Cabaran Misi,3,52,20,,当日起抽饰品精华20次,,Rút thẻ Trang sức 20 lần từ hôm nay trở đi,Draw Jewelry Card 20 times starting today  ,สุ่มการ์ดเครื่องประดับ 20 ครั้งตั้งแต่วันนี้  ,Draw Kartu Perhiasan 20 kali mulai hari ini  ,Mag-draw ng Jewelry Card 20 beses simula ngayon  ,Cabut Kad Barang Kemas 20 kali bermula hari ini  ,{6331=1;602=3;452=15},,,
20222,12003,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,挑战任务,Thử thách nhiệm vụ,Mission Challenge,ภารกิจท้าทาย,Tantangan Misi,Hamong Misyon,Cabaran Misi,3,52,30,,当日起抽饰品精华30次,,Rút thẻ Trang sức 30 lần từ hôm nay trở đi,Draw Jewelry Card 30 times starting today  ,สุ่มการ์ดเครื่องประดับ 30 ครั้งตั้งแต่วันนี้  ,Draw Kartu Perhiasan 30 kali mulai hari ini  ,Mag-draw ng Jewelry Card 30 beses simula ngayon  ,Cabut Kad Barang Kemas 30 kali bermula hari ini  ,{6331=1;602=5;452=25},,,
